,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
6146,2020,Aditya Gangrade,none,Nan,Venkatesh Saligrama,columbia university,United States,NeurIPS,limits on testing structural changes in ising models.,3,https://proceedings.neurips.cc/paper/2020/hash/70431e77d378d760c3c5456519f06efe-Abstract.html,https://dblp.org/rec/conf/nips/GangradeNS20
6147,2020,Tanmay Gangwani,nyu,United States,Jian Peng 0001,deepmind / nyu,United States,NeurIPS,learning guidance rewards with trajectory-space smoothing.,3,https://proceedings.neurips.cc/paper/2020/hash/0912d0f15f1394268c66639e39b26215-Abstract.html,https://dblp.org/rec/conf/nips/Gangwani0020
6148,2020,Ming Gao,columbia university,United States,Bryon Aragam,none,Nan,NeurIPS,a polynomial-time algorithm for learning nonparametric causal graphs.,3,https://proceedings.neurips.cc/paper/2020/hash/85c9f9efab89cee90a95cb98f15feacd-Abstract.html,https://dblp.org/rec/conf/nips/Gao0A20
6149,2020,Jun Gao,university of toronto,Canada,Sanja Fidler,google & university of toronto,Canada,NeurIPS,learning deformable tetrahedral meshes for 3d reconstruction.,6,https://proceedings.neurips.cc/paper/2020/hash/7137debd45ae4d0ab9aa953017286b20-Abstract.html,https://dblp.org/rec/conf/nips/GaoCXJMF20
6150,2020,Xuefeng Gao,university of connecticut,United States,Lingjiong Zhu,none,Nan,NeurIPS,breaking reversibility accelerates langevin dynamics for non-convex optimization.,3,https://proceedings.neurips.cc/paper/2020/hash/cebd648f9146a6345d604ab093b02c73-Abstract.html,https://dblp.org/rec/conf/nips/GaoGZ20
6151,2020,Zijun Gao,wisconsin,United States,Yanjun Han,wisconsin,United States,NeurIPS,minimax optimal nonparametric estimation of heterogeneous treatment effects.,2,https://proceedings.neurips.cc/paper/2020/hash/f75b757d3459c3e93e98ddab7b903938-Abstract.html,https://dblp.org/rec/conf/nips/GaoH20
6152,2020,Yuan Gao,apple,United States,Christian Kroer,none,Nan,NeurIPS,first-order methods for large-scale market equilibrium computation.,2,https://proceedings.neurips.cc/paper/2020/hash/f75526659f31040afeb61cb7133e4e6d-Abstract.html,https://dblp.org/rec/conf/nips/GaoK20
6153,2020,Katelyn Gao,yahoo! inc.,United States,Ozan Sener,none,Nan,NeurIPS,modeling and optimization trade-off in meta-learning.,2,https://proceedings.neurips.cc/paper/2020/hash/7fc63ff01769c4fa7d9279e97e307829-Abstract.html,https://dblp.org/rec/conf/nips/GaoS20
6154,2020,Wei Gao 0008,aalto university,Finland,Zhi-Hua Zhou,helsinki university of technology,Finland,NeurIPS,towards convergence rate analysis of random forests for classification.,2,https://proceedings.neurips.cc/paper/2020/hash/6925f2a16026e36e4fc112f82dd79406-Abstract.html,https://dblp.org/rec/conf/nips/GaoZ20
6155,2020,Dan Garber,,,Dan Garber,,,NeurIPS,revisiting frank-wolfe for polytopes - strict complementarity and sparsity.,1,https://proceedings.neurips.cc/paper/2020/hash/da9e6a4a4aeca98588e4dd77ceb37695-Abstract.html,https://dblp.org/rec/conf/nips/Garber20
6156,2020,Evrard Garcelon,"nvidia, biu",United States,Matteo Pirotta,apple,United States,NeurIPS,adversarial attacks on linear contextual bandits.,7,https://proceedings.neurips.cc/paper/2020/hash/a554f89dd61cabd2ff833d3468e2008a-Abstract.html,https://dblp.org/rec/conf/nips/GarcelonRMTTLP20
6157,2020,Divyansh Garg,epfl,Switzerland,Wei-Lun Chao,epfl,Switzerland,NeurIPS,wasserstein distances for stereo disparity estimation.,6,https://proceedings.neurips.cc/paper/2020/hash/fe7ecc4de28b2c83c016b5c6c2acd826-Abstract.html,https://dblp.org/rec/conf/nips/Garg0H0WC20
6158,2020,Siddhant Garg,,,Yingyu Liang,,,NeurIPS,functional regularization for representation learning - a unified theoretical perspective.,2,https://proceedings.neurips.cc/paper/2020/hash/c793b3be8f18731f2a4c627fb3c6c63d-Abstract.html,https://dblp.org/rec/conf/nips/GargL20
6159,2020,Saurabh Garg,facebook,United States,Zachary C. Lipton,columbia university,United States,NeurIPS,a unified view of label shift estimation.,4,https://proceedings.neurips.cc/paper/2020/hash/219e052492f4008818b8adb6366c7ed6-Abstract.html,https://dblp.org/rec/conf/nips/GargWBL20
6160,2020,Itai Gat,,,Tamir Hazan,,,NeurIPS,removing bias in multi-modal classifiers - regularization by maximizing functional entropies.,4,https://proceedings.neurips.cc/paper/2020/hash/20d749bc05f47d2bd3026ce457dcfd8e-Abstract.html,https://dblp.org/rec/conf/nips/GatSSH20
6161,2020,Khashayar Gatmiry,carnegie mellon university,United States,Stefanie Jegelka,carnegie mellon university,United States,NeurIPS,testing determinantal point processes.,3,https://proceedings.neurips.cc/paper/2020/hash/964d1775b722eff11b8ecd9e9ed5bd9e-Abstract.html,https://dblp.org/rec/conf/nips/GatmiryAJ20
6162,2020,Solenne Gaucher,ucla,United States,Solenne Gaucher,ucla,United States,NeurIPS,finite continuum-armed bandits.,1,https://proceedings.neurips.cc/paper/2020/hash/20c86a628232a67e7bd46f76fba7ce12-Abstract.html,https://dblp.org/rec/conf/nips/Gaucher20
6163,2020,Yixiao Ge,aalto university,Finland,Hongsheng Li 0001,helsinki university of technology,Finland,NeurIPS,self-paced contrastive learning with hybrid memory for domain adaptive object re-id.,5,https://proceedings.neurips.cc/paper/2020/hash/821fa74b50ba3f7cba1e6c53e8fa6845-Abstract.html,https://dblp.org/rec/conf/nips/Ge0C0L20
6164,2020,Tomas Geffner,university of glasgow,Scotland,Justin Domke,technical university of berlin,Germany,NeurIPS,approximation based variance reduction for reparameterization gradients.,2,https://proceedings.neurips.cc/paper/2020/hash/193002e668758ea9762904da1a22337c-Abstract.html,https://dblp.org/rec/conf/nips/GeffnerD20
6165,2020,Amnon Geifman,apple,United States,Ronen Basri,none,Nan,NeurIPS,on the similarity between the laplace and neural tangent kernels.,6,https://proceedings.neurips.cc/paper/2020/hash/1006ff12c465532f8c574aeaa4461b16-Abstract.html,https://dblp.org/rec/conf/nips/GeifmanYKGJB20
6166,2020,Jonas Geiping,,,Michael Moeller 0001,,,NeurIPS,inverting gradients - how easy is it to break privacy in federated learning?,4,https://proceedings.neurips.cc/paper/2020/hash/c4ede56bbd98819ae6112b20ac6bf145-Abstract.html,https://dblp.org/rec/conf/nips/GeipingBD020
6167,2020,Robert Geirhos,,,Felix A. Wichmann,,,NeurIPS,beyond accuracy - quantifying trial-by-trial behaviour of cnns and humans by measuring error consistency.,3,https://proceedings.neurips.cc/paper/2020/hash/9f6992966d4c363ea0162a056cb45fe5-Abstract.html,https://dblp.org/rec/conf/nips/GeirhosMW20
6168,2020,Simon Geisler,columbia university,United States,Stephan Günnemann,columbia university,United States,NeurIPS,reliable graph neural networks via robust aggregation.,3,https://proceedings.neurips.cc/paper/2020/hash/99e314b1b43706773153e7ef375fc68c-Abstract.html,https://dblp.org/rec/conf/nips/GeislerZG20
6169,2020,Andreas Gerhardus,university of electronic science & technology of china,China,Jakob Runge,aalto university,Finland,NeurIPS,high-recall causal discovery for autocorrelated time series with latent confounders.,2,https://proceedings.neurips.cc/paper/2020/hash/94e70705efae423efda1088614128d0b-Abstract.html,https://dblp.org/rec/conf/nips/GerhardusR20
6170,2020,Badih Ghazi,,,Pasin Manurangsi,,,NeurIPS,differentially private clustering - tight approximation ratios.,3,https://proceedings.neurips.cc/paper/2020/hash/299dc35e747eb77177d9cea10a802da2-Abstract.html,https://dblp.org/rec/conf/nips/Ghazi0M20
6171,2020,Zahra Ghodsi,,,Siddharth Garg,,,NeurIPS,cryptonas - private inference on a relu budget.,4,https://proceedings.neurips.cc/paper/2020/hash/c519d47c329c79537fbb2b6f1c551ff0-Abstract.html,https://dblp.org/rec/conf/nips/GhodsiVRG20
6172,2020,Behrooz Ghorbani,,,Andrea Montanari,,,NeurIPS,when do neural networks outperform kernel methods?,4,https://proceedings.neurips.cc/paper/2020/hash/a9df2255ad642b923d95503b9a7958d8-Abstract.html,https://dblp.org/rec/conf/nips/GhorbaniMMM20
6173,2020,Amirata Ghorbani,,,James Y. Zou,,,NeurIPS,neuron shapley - discovering the responsible neurons.,2,https://proceedings.neurips.cc/paper/2020/hash/41c542dfe6e4fc3deb251d64cf6ed2e4-Abstract.html,https://dblp.org/rec/conf/nips/GhorbaniZ20
6174,2020,Arnab Ghosh,,,Vinay Namboodiri,,,NeurIPS,steer - simple temporal regularization for neural ode.,5,https://proceedings.neurips.cc/paper/2020/hash/a9e18cb5dd9d3ab420946fa19ebbbf52-Abstract.html,https://dblp.org/rec/conf/nips/GhoshBDTN20
6175,2020,Avishek Ghosh,,,Kannan Ramchandran,,,NeurIPS,an efficient framework for clustered federated learning.,4,https://proceedings.neurips.cc/paper/2020/hash/e32cc80bf07915058ce90722ee17bb71-Abstract.html,https://dblp.org/rec/conf/nips/GhoshCYR20
6176,2020,Avishek Ghosh,the pennsylvania state university,United States,Arya Mazumdar,"mpi for intelligent systems, tübingen",Germany,NeurIPS,distributed newton can communicate less and resist byzantine workers.,3,https://proceedings.neurips.cc/paper/2020/hash/d17e6bcbcef8de3f7a00195cfa5706f1-Abstract.html,https://dblp.org/rec/conf/nips/GhoshMM20
6177,2020,Dibya Ghosh,ucsd,United States,Nicolas Le Roux,columbia university,United States,NeurIPS,an operator view of policy gradient methods.,3,https://proceedings.neurips.cc/paper/2020/hash/22eda830d1051274a2581d6466c06e6c-Abstract.html,https://dblp.org/rec/conf/nips/GhoshMR20
6178,2020,Soumya Ghosh,"university of california, berkeley",United States,Tamara Broderick,princeton,United States,NeurIPS,approximate cross-validation for structured models.,5,https://proceedings.neurips.cc/paper/2020/hash/636efd4f9aeb5781e9ea815cdd633e52-Abstract.html,https://dblp.org/rec/conf/nips/GhoshSNDB20
6179,2020,Paris Giampouras,columbia university,United States,Benjamin D. Haeffele,none,Nan,NeurIPS,a novel variational form of the schatten-$p$ quasi-norm.,4,https://proceedings.neurips.cc/paper/2020/hash/f53eb4122d5e2ce81a12093f8f9ce922-Abstract.html,https://dblp.org/rec/conf/nips/GiampourasVRH20
6180,2020,Robert A. Giaquinto,carnegie mellon university,United States,Arindam Banerjee 0001,carnegie mellon university,United States,NeurIPS,gradient boosted normalizing flows.,2,https://proceedings.neurips.cc/paper/2020/hash/fb5d9e209ebda9ab6556a31639190622-Abstract.html,https://dblp.org/rec/conf/nips/GiaquintoB20
6181,2020,William Gilpin,purdue university,United States,William Gilpin,"university of oxford, deepmind",United Kingdom,NeurIPS,deep reconstruction of strange attractors from time series.,1,https://proceedings.neurips.cc/paper/2020/hash/021bbc7ee20b71134d53e20206bd6feb-Abstract.html,https://dblp.org/rec/conf/nips/Gilpin20
6182,2020,Simon Ging,,,Thomas Brox,,,NeurIPS,coot - cooperative hierarchical transformer for video-text representation learning.,4,https://proceedings.neurips.cc/paper/2020/hash/ff0abbcc0227c9124a804b084d161a2d-Abstract.html,https://dblp.org/rec/conf/nips/GingZPB20
6183,2020,Eleonora Giunchiglia,arizona state university,United States,Thomas Lukasiewicz,arizona state university,United States,NeurIPS,coherent hierarchical multi-label classification networks.,2,https://proceedings.neurips.cc/paper/2020/hash/6dd4e10e3296fa63738371ec0d5df818-Abstract.html,https://dblp.org/rec/conf/nips/GiunchigliaL20
6184,2020,Joshua I. Glaser,u. montreal,Canada,Scott W. Linderman,u. montreal,Canada,NeurIPS,recurrent switching dynamical systems models for multiple interacting neural populations.,5,https://proceedings.neurips.cc/paper/2020/hash/aa1f5f73327ba40d47ebce155e785aaf-Abstract.html,https://dblp.org/rec/conf/nips/GlaserWCPL20
6185,2020,Peter W. Glynn,,,Mohammad Rasouli 0001,,,NeurIPS,adaptive experimental design with temporal interference - a maximum likelihood approach.,3,https://proceedings.neurips.cc/paper/2020/hash/abd987257ff0eddc2bc6602538cb3c43-Abstract.html,https://dblp.org/rec/conf/nips/GlynnJ020
6186,2020,Surbhi Goel,"inria, laboratoire d'informatique de l'ens",France,Adam R. Klivans,eth zurich,Germany,NeurIPS,statistical-query lower bounds via functional gradients.,3,https://proceedings.neurips.cc/paper/2020/hash/17257e81a344982579af1ae6415a7b8c-Abstract.html,https://dblp.org/rec/conf/nips/GoelGK20
6187,2020,Surbhi Goel,mpi informatics,Germany,Frederic Koehler,uc berkeley,United States,NeurIPS,from boltzmann machines to neural networks and back again.,3,https://proceedings.neurips.cc/paper/2020/hash/464074179972cbbd75a39abc6954cd12-Abstract.html,https://dblp.org/rec/conf/nips/GoelKK20
6188,2020,Tarun Gogineni,,,Paul M. Zimmerman,,,NeurIPS,torsionnet - a reinforcement learning approach to sequential conformer search.,7,https://proceedings.neurips.cc/paper/2020/hash/e904831f48e729f9ad8355a894334700-Abstract.html,https://dblp.org/rec/conf/nips/GogineniXPJKTZ20
6189,2020,Micah Goldblum,,,Tom Goldstein,,,NeurIPS,adversarially robust few-shot learning - a meta-learning approach.,3,https://proceedings.neurips.cc/paper/2020/hash/cfee398643cbc3dc5eefc89334cacdc1-Abstract.html,https://dblp.org/rec/conf/nips/GoldblumFG20
6190,2020,Donald Goldfarb,baidu,China,Achraf Bahamou,none,Nan,NeurIPS,practical quasi-newton methods for training deep neural networks.,3,https://proceedings.neurips.cc/paper/2020/hash/192fc044e74dffea144f9ac5dc9f3395-Abstract.html,https://dblp.org/rec/conf/nips/GoldfarbRB20
6191,2020,Ziv Goldfeld,ubc,Canada,Kengo Kato,uc berkeley,United States,NeurIPS,asymptotic guarantees for generative modeling based on the smooth wasserstein distance.,3,https://proceedings.neurips.cc/paper/2020/hash/1ac978c8020be6d7212aa71d4f040fc3-Abstract.html,https://dblp.org/rec/conf/nips/GoldfeldGK20
6192,2020,Mark Goldstein,,,Rajesh Ranganath,,,NeurIPS,x-cal - explicit calibration for survival analysis.,5,https://proceedings.neurips.cc/paper/2020/hash/d4a93297083a23cc099f7bd6a8621131-Abstract.html,https://dblp.org/rec/conf/nips/GoldsteinHPPR20
6193,2020,Shafi Goldwasser,,,Omar Montasser,,,NeurIPS,beyond perturbations - learning guarantees with arbitrary adversarial test examples.,4,https://proceedings.neurips.cc/paper/2020/hash/b6c8cf4c587f2ead0c08955ee6e2502b-Abstract.html,https://dblp.org/rec/conf/nips/GoldwasserKKM20
6194,2020,Siavash Golkar,los alamos national laboratory,United States,Dmitri B. Chklovskii,university of bayreuth,Germany,NeurIPS,a simple normative network approximates local non-hebbian learning in the cortex.,5,https://proceedings.neurips.cc/paper/2020/hash/5133aa1d673894d5a05b9d83809b9dbe-Abstract.html,https://dblp.org/rec/conf/nips/GolkarLBSC20
6195,2020,Noah Golowich,nyu,United States,Constantinos Daskalakis,deepmind / nyu,United States,NeurIPS,tight last-iterate convergence rates for no-regret learning in multi-player games.,3,https://proceedings.neurips.cc/paper/2020/hash/eea5d933e9dce59c7dd0f6532f9ea81b-Abstract.html,https://dblp.org/rec/conf/nips/GolowichPD20
6196,2020,Negin Golrezaei,ucla,United States,Jason Cheuk Nam Liang,qualcomm,United States,NeurIPS,no-regret learning in price competitions under consumer reference effects.,3,https://proceedings.neurips.cc/paper/2020/hash/f51238cd02c93b89d8fbee5667d077fc-Abstract.html,https://dblp.org/rec/conf/nips/GolrezaeiJL20
6197,2020,Alon Gonen,google.com,United States,Michal Moshkovitz,university of washington,United States,NeurIPS,towards a combinatorial characterization of bounded-memory learning.,3,https://proceedings.neurips.cc/paper/2020/hash/665d5cbb82b5785d9f344c46417c6c36-Abstract.html,https://dblp.org/rec/conf/nips/GonenLM20
6198,2020,Nicolas Gontier,ucla,United States,Christopher Pal,qualcomm,United States,NeurIPS,measuring systematic generalization in neural proof generation with transformers.,4,https://proceedings.neurips.cc/paper/2020/hash/fc84ad56f9f547eb89c72b9bac209312-Abstract.html,https://dblp.org/rec/conf/nips/GontierSRP20
6199,2020,Eduard A. Gorbunov,usc,United States,Alexander V. Gasnikov,national taiwan university of science and technology,Taiwan,NeurIPS,stochastic optimization with heavy-tailed noise via accelerated gradient clipping.,3,https://proceedings.neurips.cc/paper/2020/hash/abd1c782880cc59759f4112fda0b8f98-Abstract.html,https://dblp.org/rec/conf/nips/GorbunovDG20
6200,2020,Eduard A. Gorbunov,usc,United States,Peter Richtárik,national taiwan university of science and technology,Taiwan,NeurIPS,linearly converging error compensated sgd.,4,https://proceedings.neurips.cc/paper/2020/hash/ef9280fbc5317f17d480e4d4f61b3751-Abstract.html,https://dblp.org/rec/conf/nips/GorbunovKMR20
6201,2020,Jackson Gorham,university of tübingen,Germany,Lester Mackey,university of tübingen,Germany,NeurIPS,stochastic stein discrepancies.,3,https://proceedings.neurips.cc/paper/2020/hash/d03a857a23b5285736c4d55e0bb067c8-Abstract.html,https://dblp.org/rec/conf/nips/GorhamRM20
6202,2020,Yuanbiao Gou,,,Xi Peng 0001,,,NeurIPS,clearer - multi-scale neural architecture search for image restoration.,5,https://proceedings.neurips.cc/paper/2020/hash/c6e81542b125c36346d9167691b8bd09-Abstract.html,https://dblp.org/rec/conf/nips/GouLLY020
6203,2020,Ankit Goyal,,,Jia Deng 0001,,,NeurIPS,rel3d - a minimally contrastive benchmark for grounding spatial relations in 3d.,4,https://proceedings.neurips.cc/paper/2020/hash/76dc611d6ebaafc66cc0879c71b5db5c-Abstract.html,https://dblp.org/rec/conf/nips/GoyalYYD20
6204,2020,Paula Gradu,deepmind,United States,Elad Hazan,none,Nan,NeurIPS,non-stochastic control with bandit feedback.,3,https://proceedings.neurips.cc/paper/2020/hash/7a1d9028a78f418cb8f01909a348d9b2-Abstract.html,https://dblp.org/rec/conf/nips/GraduHH20
6205,2020,Andreas Grammenos,the university of texas at dallas,United States,Cecilia Mascolo,university of texas at dallas,United States,NeurIPS,federated principal component analysis.,4,https://proceedings.neurips.cc/paper/2020/hash/47a658229eb2368a99f1d032c8848542-Abstract.html,https://dblp.org/rec/conf/nips/GrammenosMCM20
6206,2020,Luigi Gresele,"university of california, berkeley",United States,Aapo Hyvärinen,none,Nan,NeurIPS,relative gradient optimization of the jacobian term in unsupervised deep learning.,5,https://proceedings.neurips.cc/paper/2020/hash/c10f48884c9c7fdbd9a7959c59eebea8-Abstract.html,https://dblp.org/rec/conf/nips/GreseleFJSH20
6207,2020,Frithjof Gressmann,tti chicago,United States,Carlo Luschi,toyota tech inst at chicago,,NeurIPS,improving neural network training in low dimensional random bases.,3,https://proceedings.neurips.cc/paper/2020/hash/8dcf2420e78a64333a59674678fb283b-Abstract.html,https://dblp.org/rec/conf/nips/GressmannEL20
6208,2020,Jean-Bastien Grill,anu,Australia,Michal Valko,insitro,United States,NeurIPS,bootstrap your own latent - a new approach to self-supervised learning.,14,https://proceedings.neurips.cc/paper/2020/hash/f3ada80d5c4ee70142b17b8192b2958e-Abstract.html,https://dblp.org/rec/conf/nips/GrillSATRBDPGAP20
6209,2020,Christopher Grimm,intel labs,United States,David Silver,lund university/google,Sweden,NeurIPS,the value equivalence principle for model-based reinforcement learning.,4,https://proceedings.neurips.cc/paper/2020/hash/3bb585ea00014b0e3ebe4c6dd165a358-Abstract.html,https://dblp.org/rec/conf/nips/GrimmBSS20
6210,2020,Alexey A. Gritsenko,university of colorado at boulder,United States,Nal Kalchbrenner,google research and u. colorado boulder,United States,NeurIPS,a spectral energy distance for parallel speech synthesis.,5,https://proceedings.neurips.cc/paper/2020/hash/9873eaad153c6c960616c89e54fe155a-Abstract.html,https://dblp.org/rec/conf/nips/GritsenkoSBSK20
6211,2020,Allan Grønlund,anu,Australia,Kasper Green Larsen,insitro,United States,NeurIPS,margins are insufficient for explaining gradient boosting.,3,https://proceedings.neurips.cc/paper/2020/hash/146f7dd4c91bc9d80cf4458ad6d6cd1b-Abstract.html,https://dblp.org/rec/conf/nips/GronlundKL20
6212,2020,Tamara G. Grossmann,"university of california, berkeley",United States,Carola B. Schönlieb,princeton,United States,NeurIPS,deeply learned spectral total variation decomposition.,4,https://proceedings.neurips.cc/paper/2020/hash/8d3215ae97598264ad6529613774a038-Abstract.html,https://dblp.org/rec/conf/nips/GrossmannKGS20
6213,2020,Fangda Gu,pdt partners,United States,Laurent El Ghaoui,uc berkeley,United States,NeurIPS,implicit graph neural networks.,5,https://proceedings.neurips.cc/paper/2020/hash/8b5c8441a8ff8e151b191c53c1842a38-Abstract.html,https://dblp.org/rec/conf/nips/GuC0SG20
6214,2020,Albert Gu,,,Christopher Ré,,,NeurIPS,hippo - recurrent memory with optimal polynomial projections.,5,https://proceedings.neurips.cc/paper/2020/hash/102f0bb6efb3a6128a3c750dd16729be-Abstract.html,https://dblp.org/rec/conf/nips/GuDERR20
6215,2020,Jiuxiang Gu,hebrew university,Israel,Tong Sun,"tel aviv university, google",Israel,NeurIPS,self-supervised relationship probing.,7,https://proceedings.neurips.cc/paper/2020/hash/13f320e7b5ead1024ac95c3b208610db-Abstract.html,https://dblp.org/rec/conf/nips/GuKJ0MZS20
6216,2020,Yihong Gu,hebrew university,Israel,Tong Zhang 0001,"tel aviv university, google",Israel,NeurIPS,how to characterize the landscape of overparameterized convolutional neural networks.,5,https://proceedings.neurips.cc/paper/2020/hash/2794f6a20ee0685f4006210f40799acd-Abstract.html,https://dblp.org/rec/conf/nips/GuZFL020
6217,2020,Vincent Le Guen,"university of massachusetts, amherst",United States,Nicolas Thome,universität potsdam,Germany,NeurIPS,probabilistic time series forecasting with shape and temporal diversity.,2,https://proceedings.neurips.cc/paper/2020/hash/2f2b265625d76a6704b08093c652fd79-Abstract.html,https://dblp.org/rec/conf/nips/GuenT20
6218,2020,Arthur Guez,umass lowell,United States,Nicolas Heess,uc berkeley,United States,NeurIPS,value-driven hindsight modelling.,8,https://proceedings.neurips.cc/paper/2020/hash/9381fc93ad66f9ec4b2eef71147a6665-Abstract.html,https://dblp.org/rec/conf/nips/GuezVWBKPSH20
6219,2020,Benoît Guillard,,,Pascal Fua,,,NeurIPS,uclid-net - single view reconstruction in object space.,3,https://proceedings.neurips.cc/paper/2020/hash/21327ba33b3689e713cdff1641128004-Abstract.html,https://dblp.org/rec/conf/nips/GuillardRF20
6220,2020,Çaglar Gülçehre,,,Nando de Freitas,,,NeurIPS,rl unplugged - a collection of benchmarks for offline reinforcement learning.,16,https://proceedings.neurips.cc/paper/2020/hash/51200d29d1fc15f5a71c1dab4bb54f7c-Abstract.html,https://dblp.org/rec/conf/nips/Gulcehre0NPCZAM20
6221,2020,Shuxuan Guo,,,Mathieu Salzmann,,,NeurIPS,expandnets - linear over-parameterization to train compact convolutional networks.,3,https://proceedings.neurips.cc/paper/2020/hash/0e1ebad68af7f0ae4830b7ac92bc3c6f-Abstract.html,https://dblp.org/rec/conf/nips/GuoAS20
6222,2020,Yijie Guo,university of glasgow,Scotland,Honglak Lee,technical university of berlin,Germany,NeurIPS,memory based trajectory-conditioned policies for learning from sparse rewards.,7,https://proceedings.neurips.cc/paper/2020/hash/2df45244f09369e16ea3f9117ca45157-Abstract.html,https://dblp.org/rec/conf/nips/GuoCMFB0L20
6223,2020,Yiwen Guo,none,Nan,Hao Chen,none,Nan,NeurIPS,backpropagating linearly improves transferability of adversarial examples.,3,https://proceedings.neurips.cc/paper/2020/hash/00e26af6ac3b1c1c49d7c3d79c60d000-Abstract.html,https://dblp.org/rec/conf/nips/GuoLC20
6224,2020,Yinuo Guo,"university of oxford, deepmind",United Kingdom,Dongmei Zhang,deepmind,United States,NeurIPS,hierarchical poset decoding for compositional generalization in language.,4,https://proceedings.neurips.cc/paper/2020/hash/4d7e0d72898ae7ea3593eb5ebf20c744-Abstract.html,https://dblp.org/rec/conf/nips/GuoLLZ20
6225,2020,Yunhui Guo,university of tübingen,Germany,Tajana Rosing,university of tübingen,Germany,NeurIPS,improved schemes for episodic memory-based lifelong learning.,4,https://proceedings.neurips.cc/paper/2020/hash/0b5e29aa1acf8bdc5d8935d7036fa4f5-Abstract.html,https://dblp.org/rec/conf/nips/GuoLYR20
6226,2020,Junliang Guo,columbia university,United States,Enhong Chen,none,Nan,NeurIPS,incorporating bert into parallel sequence decoding with adapters.,6,https://proceedings.neurips.cc/paper/2020/hash/7a6a74cbe87bc60030a4bd041dd47b78-Abstract.html,https://dblp.org/rec/conf/nips/GuoZXWCC20
6227,2020,Kunal Gupta,,,Manmohan Chandraker,,,NeurIPS,neural mesh flow - 3d manifold mesh generation via diffeomorphic flows.,2,https://proceedings.neurips.cc/paper/2020/hash/1349b36b01e0e804a6c2909a6d0ec72a-Abstract.html,https://dblp.org/rec/conf/nips/GuptaC20
6228,2020,Kavi Gupta,,,Dawn Song,,,NeurIPS,"synthesize, execute and debug - learning to repair for neural program synthesis.",4,https://proceedings.neurips.cc/paper/2020/hash/cd0f74b5955dc87fd0605745c4b49ee8-Abstract.html,https://dblp.org/rec/conf/nips/GuptaCCS20
6229,2020,Prateek Gupta,university of toronto,Canada,Yoshua Bengio,google & university of toronto,Canada,NeurIPS,hybrid models for learning to branch.,6,https://proceedings.neurips.cc/paper/2020/hash/d1e946f4e67db4b362ad23818a6fb78a-Abstract.html,https://dblp.org/rec/conf/nips/GuptaGKM0B20
6230,2020,Chirag Gupta,,,Aaditya Ramdas,,,NeurIPS,"distribution-free binary classification - prediction sets, confidence intervals and calibration.",3,https://proceedings.neurips.cc/paper/2020/hash/26d88423fc6da243ffddf161ca712757-Abstract.html,https://dblp.org/rec/conf/nips/GuptaPR20
6231,2020,Gunshi Gupta,"university of california, berkeley",United States,Liam Paull,princeton,United States,NeurIPS,look-ahead meta learning for continual learning.,3,https://proceedings.neurips.cc/paper/2020/hash/85b9a5ac91cd629bd3afe396ec07270a-Abstract.html,https://dblp.org/rec/conf/nips/GuptaYP20
6232,2020,Shir Gur,,,Lior Wolf,,,NeurIPS,hierarchical patch vae-gan - generating diverse videos from a single sample.,3,https://proceedings.neurips.cc/paper/2020/hash/c2f32522a84d5e6357e6abac087f1b0b-Abstract.html,https://dblp.org/rec/conf/nips/GurBW20
6233,2020,Ricardo Luna Gutierrez,uc berkeley,United States,Matteo Leonetti,uc berkeley,United States,NeurIPS,information-theoretic task selection for meta-reinforcement learning.,2,https://proceedings.neurips.cc/paper/2020/hash/ec3183a7f107d1b8dbb90cb3c01ea7d5-Abstract.html,https://dblp.org/rec/conf/nips/GutierrezL20
6234,2020,Pim de Haan,ibm,United States,Max Welling,okinawa institute of science and technology graduate university,Japan,NeurIPS,natural graph networks.,3,https://proceedings.neurips.cc/paper/2020/hash/2517756c5a9be6ac007fe9bb7fb92611-Abstract.html,https://dblp.org/rec/conf/nips/HaanCW20
6235,2020,Salman Habib,,,Jörg Kliewer,,,NeurIPS,learning to decode - reinforcement learning for decoding of sparse graph-based channel codes.,3,https://proceedings.neurips.cc/paper/2020/hash/fdd5b16fc8134339089ef25b3cf0e588-Abstract.html,https://dblp.org/rec/conf/nips/HabibBK20
6236,2020,Tewodros Amberbir Habtegebrial,,,Didier Stricker,,,NeurIPS,generative view synthesis - from single-view semantics to novel-view images.,4,https://proceedings.neurips.cc/paper/2020/hash/3295c76acbf4caaed33c36b1b5fc2cb1-Abstract.html,https://dblp.org/rec/conf/nips/HabtegebrialJGS20
6237,2020,Hassan Hafez-Kolahi,,,Mahdieh Soleymani,,,NeurIPS,conditioning and processing - techniques to improve information-theoretic generalization bounds.,4,https://proceedings.neurips.cc/paper/2020/hash/befe5b0172188ad14d48c3ebe9cf76bf-Abstract.html,https://dblp.org/rec/conf/nips/Hafez-KolahiGKS20
6238,2020,Mahdi Haghifam,arizona state university,United States,Gintare Karolina Dziugaite,arizona state university,United States,NeurIPS,"sharpened generalization bounds based on conditional mutual information and an application to noisy, iterative algorithms.",5,https://proceedings.neurips.cc/paper/2020/hash/712a3c9878efeae8ff06d57432016ceb-Abstract.html,https://dblp.org/rec/conf/nips/HaghifamNK0D20
