,Unnamed: 0,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
3085,3085,2019,Jakob N. Foerster,Facebook AI Research,Michael Bowling,DeepMind,ICML,bayesian action decoder for deep multi-agent reinforcement learning.,8,http://proceedings.mlr.press/v97/foerster19a.html,https://dblp.org/rec/conf/icml/FoersterSHBDWBB19
3086,3086,2019,Edwin Fong,University of Oxford,Chris C. Holmes,University of Oxford,ICML,scalable nonparametric sampling from multimodal posteriors with the posterior bootstrap.,3,http://proceedings.mlr.press/v97/fong19a.html,https://dblp.org/rec/conf/icml/FongLH19
3087,3087,2019,Vojtech Franc,Czech Technical University in Prague,Daniel Prusa,Czech technical university in Prague,ICML,on discriminative learning of prediction uncertainty.,2,http://proceedings.mlr.press/v97/franc19a.html,https://dblp.org/rec/conf/icml/FrancP19
3088,3088,2019,Luca Franceschi,Istituto Italiano di Tecnologia - University College London,Xiao He,NEC Laboratories Europe,ICML,learning discrete structures for graph neural networks.,4,http://proceedings.mlr.press/v97/franceschi19a.html,https://dblp.org/rec/conf/icml/FranceschiNPH19
3089,3089,2019,Dror Freirich,Technion,Aviv Tamar,Technion,ICML,distributional multivariate policy evaluation and exploration with the bellman gan.,4,http://proceedings.mlr.press/v97/freirich19a.html,https://dblp.org/rec/conf/icml/FreirichSMT19
3090,3090,2019,Thomas Frerix,Technical University of Munich,Joan Bruna,New York University,ICML,approximating orthogonal matrices with effective givens factorization.,2,http://proceedings.mlr.press/v97/frerix19a.html,https://dblp.org/rec/conf/icml/FrerixB19
3091,3091,2019,Charlie Frogner,MIT,Tomaso A. Poggio,Massachusetts Institute of Technology,ICML,fast and flexible inference of joint distributions from their marginals.,2,http://proceedings.mlr.press/v97/frogner19a.html,https://dblp.org/rec/conf/icml/FrognerP19
3092,3092,2019,Nicholas Frosst,Google Brain,Geoffrey E. Hinton,Google,ICML,analyzing and improving representations with the soft nearest neighbor loss.,3,http://proceedings.mlr.press/v97/frosst19a.html,https://dblp.org/rec/conf/icml/FrosstPH19
3093,3093,2019,Justin Fu,"University of California, Berkeley",Sergey Levine,UC Berkeley,ICML,diagnosing bottlenecks in deep q-learning algorithms.,4,http://proceedings.mlr.press/v97/fu19a.html,https://dblp.org/rec/conf/icml/FuKSL19
3094,3094,2019,Szu-Wei Fu,,Shou-De Lin,National Taiwan University,ICML,metricgan - generative adversarial networks based black-box metric scores optimization for speech enhancement.,4,http://proceedings.mlr.press/v97/fu19b.html,https://dblp.org/rec/conf/icml/FuLTL19
3095,3095,2019,Kaito Fujii,,Shinsaku Sakaue,,ICML,beyond adaptive submodularity - approximation guarantees of greedy policy with adaptive submodularity ratio.,2,http://proceedings.mlr.press/v97/fujii19a.html,https://dblp.org/rec/conf/icml/FujiiS19
3096,3096,2019,Scott Fujimoto,McGill University,Doina Precup,McGill University / DeepMind,ICML,off-policy deep reinforcement learning without exploration.,3,http://proceedings.mlr.press/v97/fujimoto19a.html,https://dblp.org/rec/conf/icml/FujimotoMP19
3097,3097,2019,Shani Gamrian,Bar Ilan University,Yoav Goldberg,,ICML,transfer learning for related reinforcement learning tasks via image-to-image translation.,2,http://proceedings.mlr.press/v97/gamrian19a.html,https://dblp.org/rec/conf/icml/GamrianG19
3098,3098,2019,Octavian Ganea,ETH Zurich,Aliaksei Severyn,Google,ICML,breaking the softmax bottleneck via learnable monotonic pointwise non-linearities.,4,http://proceedings.mlr.press/v97/ganea19a.html,https://dblp.org/rec/conf/icml/GaneaGBS19
3099,3099,2019,Hongyang Gao,Texas A&M University,Shuiwang Ji,Texas A&M University,ICML,graph u-nets.,2,http://proceedings.mlr.press/v97/gao19a.html,https://dblp.org/rec/conf/icml/GaoJ19
3100,3100,2019,Yuan Gao,Xi'an Jiaotong University,Shunkang Zhang,HKUST,ICML,deep generative learning via variational gradient flow.,6,http://proceedings.mlr.press/v97/gao19b.html,https://dblp.org/rec/conf/icml/GaoJWWYZ19
3101,3101,2019,Weihao Gao,,Sewoong Oh,,ICML,rate distortion for model compression - from theory to practice.,4,http://proceedings.mlr.press/v97/gao19c.html,https://dblp.org/rec/conf/icml/GaoL0O19
3102,3102,2019,Hongchang Gao,University of Pittsburgh,Heng Huang,University of Pittsburgh,ICML,demystifying dropout.,3,http://proceedings.mlr.press/v97/gao19d.html,https://dblp.org/rec/conf/icml/GaoPH19
3103,3103,2019,Feng Gao,Michigan State University,Matthew J. Hirn,Michigan State University,ICML,geometric scattering for graph data analysis.,3,http://proceedings.mlr.press/v97/gao19e.html,https://dblp.org/rec/conf/icml/GaoWH19
3104,3104,2019,Tingran Gao,University of Chicago,Zhizhen Zhao,University of Illinois at Urbana Champaign,ICML,multi-frequency phase synchronization.,2,http://proceedings.mlr.press/v97/gao19f.html,https://dblp.org/rec/conf/icml/GaoZ19
3105,3105,2019,Nidham Gazagnadou,Télécom ParisTech,Joseph Salmon,Université de Montpellier,ICML,optimal mini-batch and step sizes for saga.,3,http://proceedings.mlr.press/v97/gazagnadou19a.html,https://dblp.org/rec/conf/icml/GazagnadouGS19
3106,3106,2019,Yonatan Geifman,,Ran El-Yaniv,,ICML,selectivenet - a deep neural network with an integrated reject option.,2,http://proceedings.mlr.press/v97/geifman19a.html,https://dblp.org/rec/conf/icml/GeifmanE19
3107,3107,2019,Matthieu Geist,Google,Olivier Pietquin,GOOGLE BRAIN,ICML,a theory of regularized markov decision processes.,3,http://proceedings.mlr.press/v97/geist19a.html,https://dblp.org/rec/conf/icml/GeistSP19
3108,3108,2019,Carles Gelada,,Marc G. Bellemare,,ICML,deepmdp - learning continuous latent space models for representation learning.,5,http://proceedings.mlr.press/v97/gelada19a.html,https://dblp.org/rec/conf/icml/GeladaKBNB19
3109,3109,2019,Sinong Geng,Princeton University,Sanmi Koyejo,Illinois / Google,ICML,partially linear additive gaussian graphical models.,4,http://proceedings.mlr.press/v97/geng19a.html,https://dblp.org/rec/conf/icml/GengYKK19
3110,3110,2019,Hossein Shokri Ghadikolaei,KTH Royal Institute of Technology,Mikael Skoglund,KTH Royal Institute of Technology,ICML,learning and data selection in big datasets.,4,http://proceedings.mlr.press/v97/ghadikolaei19a.html,https://dblp.org/rec/conf/icml/GhadikolaeiGFS19
3111,3111,2019,Mohsen Ghaffari,ETH Zurich,Slobodan Mitrovic,MIT,ICML,improved parallel algorithms for density-based network clustering.,3,http://proceedings.mlr.press/v97/ghaffari19a.html,https://dblp.org/rec/conf/icml/GhaffariLM19
3112,3112,2019,Badih Ghazi,Google,Joshua R. Wang,Google,ICML,recursive sketches for modular deep learning.,3,http://proceedings.mlr.press/v97/ghazi19a.html,https://dblp.org/rec/conf/icml/GhaziPW19
3113,3113,2019,Behrooz Ghorbani,Stanford University,Andrea Montanari,Stanford University,ICML,an instability in variational inference for topic models.,3,http://proceedings.mlr.press/v97/ghorbani19a.html,https://dblp.org/rec/conf/icml/GhorbaniJM19
3114,3114,2019,Behrooz Ghorbani,Stanford University,Ying Xiao,Google Inc,ICML,an investigation into neural net optimization via hessian eigenvalue density.,3,http://proceedings.mlr.press/v97/ghorbani19b.html,https://dblp.org/rec/conf/icml/GhorbaniKX19
3115,3115,2019,Amirata Ghorbani,,James Y. Zou,"Stanford University, Department of Electrical Engineering, CA, USA",ICML,data shapley - equitable valuation of data for machine learning.,2,http://proceedings.mlr.press/v97/ghorbani19c.html,https://dblp.org/rec/conf/icml/GhorbaniZ19
3116,3116,2019,Dar Gilboa,Columbia University,John Wright 0001,"Columbia University, USA",ICML,efficient dictionary learning with gradient descent.,3,http://proceedings.mlr.press/v97/gilboa19a.html,https://dblp.org/rec/conf/icml/GilboaB019
3117,3117,2019,Jennifer Gillenwater,Google Research NYC,Sergei Vassilvitskii,Google,ICML,a tree-based method for fast repeated sampling of determinantal point processes.,4,http://proceedings.mlr.press/v97/gillenwater19a.html,https://dblp.org/rec/conf/icml/GillenwaterKMV19
3118,3118,2019,Jon Gillick,UC Berkeley,David Bamman,UC Berkeley,ICML,learning to groove with inverse sequence transformations.,5,http://proceedings.mlr.press/v97/gillick19a.html,https://dblp.org/rec/conf/icml/GillickREEB19
3119,3119,2019,Justin Gilmer,Google Brain,Ekin D. Cubuk,Google Brain,ICML,adversarial examples are a natural consequence of test error in noise.,4,http://proceedings.mlr.press/v97/gilmer19a.html,https://dblp.org/rec/conf/icml/GilmerFCC19
3120,3120,2019,Jaime Roquero Gimenez,Stanford University,James Y. Zou,Stanford University,ICML,discovering conditionally salient features with statistical guarantees.,2,http://proceedings.mlr.press/v97/gimenez19a.html,https://dblp.org/rec/conf/icml/GimenezZ19
3121,3121,2019,Ziv Goldfeld,MIT,Yury Polyanskiy,MIT,ICML,estimating information flow in deep neural networks.,7,http://proceedings.mlr.press/v97/goldfeld19a.html,https://dblp.org/rec/conf/icml/GoldfeldBGMNKP19
3122,3122,2019,Adam Golinski,University of Oxford,Tom Rainforth,University of Oxford,ICML,amortized monte carlo integration.,3,http://proceedings.mlr.press/v97/golinski19a.html,https://dblp.org/rec/conf/icml/GolinskiWR19
3123,3123,2019,Sreenivas Gollapudi,Google Research,Debmalya Panigrahi,Duke University,ICML,online algorithms for rent-or-buy with expert advice.,2,http://proceedings.mlr.press/v97/gollapudi19a.html,https://dblp.org/rec/conf/icml/GollapudiP19
3124,3124,2019,Alexander Golovnev,Harvard,Balázs Szörényi,Yahoo Research,ICML,the information-theoretic value of unlabeled data in semi-supervised learning.,3,http://proceedings.mlr.press/v97/golovnev19a.html,https://dblp.org/rec/conf/icml/GolovnevPS19
3125,3125,2019,ChengYue Gong,,Qiang Liu 0001,"University of Texas at Austin, Department of Computer Science, TX, USA",ICML,quantile stein variational gradient descent for batch bayesian optimization.,3,http://proceedings.mlr.press/v97/gong19b.html,https://dblp.org/rec/conf/icml/Gong0L19
3126,3126,2019,Linyuan Gong,Peking University,Tie-Yan Liu,Microsoft Research Asia,ICML,efficient training of bert by progressively stacking.,6,http://proceedings.mlr.press/v97/gong19a.html,https://dblp.org/rec/conf/icml/GongHLQWL19
3127,3127,2019,Paula Gordaliza,Institut de Mathématiques de Toulouse and IMUVA,Jean-Michel Loubes,Université Toulouse Paul Sabatier Institut de Mathématiques de Toulouse,ICML,obtaining fairness using optimal transport theory.,4,http://proceedings.mlr.press/v97/gordaliza19a.html,https://dblp.org/rec/conf/icml/GordalizaBGL19
3128,3128,2019,Omer Gottesman,Harvard University,Finale Doshi-Velez,Harvard University,ICML,combining parametric and nonparametric models for off-policy evaluation.,5,http://proceedings.mlr.press/v97/gottesman19a.html,https://dblp.org/rec/conf/icml/GottesmanLSBD19
3129,3129,2019,Yash Goyal,Georgia Tech,Stefan Lee,Georgia Institute of Technology,ICML,counterfactual visual explanations.,6,http://proceedings.mlr.press/v97/goyal19a.html,https://dblp.org/rec/conf/icml/GoyalWEBPL19
3130,3130,2019,James A. Grant,Lancaster University,Enrique Munoz de Cote,PROWLER.io,ICML,adaptive sensor placement for continuous spaces.,6,http://proceedings.mlr.press/v97/grant19a.html,https://dblp.org/rec/conf/icml/GrantBGLVC19
3131,3131,2019,Alexander Greaves-Tunnell,University of Washington,Zaïd Harchaoui,University of Washington,ICML,a statistical investigation of long memory in language and music.,2,http://proceedings.mlr.press/v97/greaves-tunnell19a.html,https://dblp.org/rec/conf/icml/Greaves-Tunnell19
3132,3132,2019,David S. Greenberg,Technical University of Munich,Jakob H. Macke,Technical University of Munich,ICML,automatic posterior transformation for likelihood-free inference.,3,http://proceedings.mlr.press/v97/greenberg19a.html,https://dblp.org/rec/conf/icml/GreenbergNM19
3133,3133,2019,Daniel Greenfeld,Weizmann Institute of Science,Ron Kimmel,Technion,ICML,learning to optimize multigrid pde solvers.,5,http://proceedings.mlr.press/v97/greenfeld19a.html,https://dblp.org/rec/conf/icml/GreenfeldGBYK19
3134,3134,2019,Klaus Greff,IDSIA,Alexander Lerchner,DeepMind,ICML,multi-object representation learning with iterative variational inference.,9,http://proceedings.mlr.press/v97/greff19a.html,https://dblp.org/rec/conf/icml/GreffKKWBZMBL19
3135,3135,2019,Aditya Grover,,Stefano Ermon,Stanford University,ICML,graphite - iterative generative modeling of graphs.,3,http://proceedings.mlr.press/v97/grover19a.html,https://dblp.org/rec/conf/icml/GroverZE19
3136,3136,2019,Jiaqi Gu,The University of Hong Kong,Guosheng Yin,University of Hong Kong,ICML,fast algorithm for generalized multinomial models with ranking data.,2,http://proceedings.mlr.press/v97/gu19a.html,https://dblp.org/rec/conf/icml/GuY19
3137,3137,2019,Chaoyu Guan,Shanghai Jiao Tong University,Xing Xie 0001,Microsoft Research Asia,ICML,towards a deep and unified understanding of deep neural models in nlp.,6,http://proceedings.mlr.press/v97/guan19a.html,https://dblp.org/rec/conf/icml/GuanWZCH019
3138,3138,2019,Arthur Guez,Google DeepMind,Timothy P. Lillicrap,Google DeepMind,ICML,an investigation of model-free planning.,13,http://proceedings.mlr.press/v97/guez19a.html,https://dblp.org/rec/conf/icml/GuezMGKRWRSOEWS19
3139,3139,2019,Limor Gultchin,,Adam Kalai,"University of Chicago, USA",ICML,humor in word embeddings - cockamamie gobbledegook for nincompoops.,5,http://proceedings.mlr.press/v97/gultchin19a.html,https://dblp.org/rec/conf/icml/GultchinPBSK19
3140,3140,2019,Chuan Guo,Cornell University,Kilian Q. Weinberger,Cornell University,ICML,simple black-box adversarial attacks.,5,http://proceedings.mlr.press/v97/guo19a.html,https://dblp.org/rec/conf/icml/GuoGYWW19
3141,3141,2019,Lingbing Guo,Nanjing University,Wei Hu 0007,Nanjing University,ICML,learning to exploit long-term relational dependencies in knowledge graphs.,3,http://proceedings.mlr.press/v97/guo19c.html,https://dblp.org/rec/conf/icml/GuoSH19
3142,3142,2019,Albert Gural,Stanford University,Boris Murmann,Stanford University,ICML,memory-optimal direct convolutions for maximizing classification accuracy in embedded applications.,2,http://proceedings.mlr.press/v97/gural19a.html,https://dblp.org/rec/conf/icml/GuralM19
3143,3143,2019,Eldad Haber,,Lars Ruthotto,"Emory University, Atlanta, GA, USA",ICML,imexnet a forward stable deep neural network.,4,http://proceedings.mlr.press/v97/haber19a.html,https://dblp.org/rec/conf/icml/HaberLTR19
3144,3144,2019,Guy Hacohen,Hebrew University of Jerusalem,Daphna Weinshall,"Hebrew University of Jerusalem, Israel",ICML,on the power of curriculum learning in training deep networks.,2,http://proceedings.mlr.press/v97/hacohen19a.html,https://dblp.org/rec/conf/icml/HacohenW19
3145,3145,2019,Farzin Haddadpour,,Viveck R. Cadambe,"MIT, Cambridge, USA",ICML,trading redundancy for communication - speeding up distributed sgd for non-convex optimization.,4,http://proceedings.mlr.press/v97/haddadpour19a.html,https://dblp.org/rec/conf/icml/HaddadpourKMC19
3146,3146,2019,Danijar Hafner,Google Brain & University of Toronto,James Davidson,Google Brain,ICML,learning latent dynamics for planning from pixels.,7,http://proceedings.mlr.press/v97/hafner19a.html,https://dblp.org/rec/conf/icml/HafnerLFVHLD19
3147,3147,2019,Tavi Halperin,Hebrew University of Jerusalem,Yedid Hoshen,Hebrew University of Jerusalem and Facebook AI Research,ICML,neural separation of observed and unobserved distributions.,3,http://proceedings.mlr.press/v97/halperin19a.html,https://dblp.org/rec/conf/icml/HalperinEH19
3148,3148,2019,Seungyul Han,KAIST,Youngchul Sung,KAIST,ICML,dimension-wise importance sampling weight clipping for sample-efficient reinforcement learning.,2,http://proceedings.mlr.press/v97/han19b.html,https://dblp.org/rec/conf/icml/HanS19
3149,3149,2019,Lei Han,Tencent AI Lab,Tong Zhang 0001,Tecent AI Lab,ICML,grid-wise control for multi-agent reinforcement learning in video game ai.,8,http://proceedings.mlr.press/v97/han19a.html,https://dblp.org/rec/conf/icml/HanSDXWSLZ19
3150,3150,2019,Boris Hanin,Texas A&M and Facebook AI Research,David Rolnick,University of Pennsylvania,ICML,complexity of linear regions in deep networks.,2,http://proceedings.mlr.press/v97/hanin19a.html,https://dblp.org/rec/conf/icml/HaninR19
3151,3151,2019,Josiah Hanna,UT Austin,Peter Stone,University of Texas at Austin,ICML,importance sampling policy evaluation with an estimated behavior policy.,3,http://proceedings.mlr.press/v97/hanna19a.html,https://dblp.org/rec/conf/icml/HannaNS19
3152,3152,2019,Yi Hao,"University of California, San Diego",Alon Orlitsky,UCSD,ICML,doubly-competitive distribution estimation.,2,http://proceedings.mlr.press/v97/hao19a.html,https://dblp.org/rec/conf/icml/HaoO19
3153,3153,2019,Jeff Z. HaoChen,Tsinghua University,Suvrit Sra,MIT,ICML,random shuffling beats sgd after finite epochs.,2,http://proceedings.mlr.press/v97/haochen19a.html,https://dblp.org/rec/conf/icml/HaochenS19
3154,3154,2019,Chris Harshaw,"Yale University, CT, USA",Amin Karbasi,,ICML,"submodular maximization beyond non-negativity - guarantees, fast algorithms, and applications.",4,http://proceedings.mlr.press/v97/harshaw19a.html,https://dblp.org/rec/conf/icml/HarshawFWK19
3155,3155,2019,Anna Harutyunyan,DeepMind,Doina Precup,DeepMind,ICML,per-decision option discounting.,5,http://proceedings.mlr.press/v97/harutyunyan19a.html,https://dblp.org/rec/conf/icml/HarutyunyanVHNP19
3156,3156,2019,Abolfazl Hashemi,University of Texas at Austin,Ufuk Topcu,University of Texas at Austin,ICML,submodular observation selection and information gathering for quadratic models.,4,http://proceedings.mlr.press/v97/hashemi19a.html,https://dblp.org/rec/conf/icml/HashemiGVT19
3157,3157,2019,Doron Haviv,Technion,Omri Barak,Technion - Israeli Institute of Technology,ICML,understanding and controlling memory in recurrent neural networks.,3,http://proceedings.mlr.press/v97/haviv19a.html,https://dblp.org/rec/conf/icml/HavivRB19
3158,3158,2019,Soufiane Hayou,University of Oxford,Judith Rousseau,University of Oxford,ICML,on the impact of the activation function on deep neural networks training.,3,http://proceedings.mlr.press/v97/hayou19a.html,https://dblp.org/rec/conf/icml/HayouDR19
3159,3159,2019,Elad Hazan,Princeton University,Abby Van Soest,Princeton University,ICML,provably efficient maximum entropy exploration.,4,http://proceedings.mlr.press/v97/hazan19a.html,https://dblp.org/rec/conf/icml/HazanKSS19
3160,3160,2019,Hoda Heidari,,Krishna P. Gummadi,Max Planck Institute for Software Systems,ICML,on the long-term impact of algorithmic decision policies - effort unfairness and feature segregation through social learning.,3,http://proceedings.mlr.press/v97/heidari19a.html,https://dblp.org/rec/conf/icml/HeidariNG19
3161,3161,2019,Julien M. Hendrickx,University of Catholique de Louvain,Venkatesh Saligrama,Boston University,ICML,graph resistance and learning from pairwise comparisons.,3,http://proceedings.mlr.press/v97/hendrickx19a.html,https://dblp.org/rec/conf/icml/HendrickxOS19
3162,3162,2019,Dan Hendrycks,UC Berkeley,Mantas Mazeika,University of Chicago,ICML,using pre-training can improve model robustness and uncertainty.,3,http://proceedings.mlr.press/v97/hendrycks19a.html,https://dblp.org/rec/conf/icml/HendrycksLM19
3163,3163,2019,Jonathan Ho,,Pieter Abbeel,"University of California, Berkeley, USA",ICML,flow++ - improving flow-based generative models with variational dequantization and architecture design.,5,http://proceedings.mlr.press/v97/ho19a.html,https://dblp.org/rec/conf/icml/HoCSDA19
3164,3164,2019,Daniel Ho,,Pieter Abbeel,"University of California, Berkeley, USA",ICML,population based augmentation - efficient learning of augmentation policy schedules.,5,http://proceedings.mlr.press/v97/ho19b.html,https://dblp.org/rec/conf/icml/HoLCSA19
3165,3165,2019,Quang Minh Hoang,Carnegie Mellon University,Carl Kingsford,Carnegie Mellon University,ICML,collective model fusion for multiple black-box experts.,4,http://proceedings.mlr.press/v97/hoang19a.html,https://dblp.org/rec/conf/icml/HoangHLK19
3166,3166,2019,Christoph D. Hofer,University of Salzburg,Mandar Dixit,Microsoft,ICML,connectivity-optimized representation learning via persistent homology.,4,http://proceedings.mlr.press/v97/hofer19a.html,https://dblp.org/rec/conf/icml/HoferKND19
3167,3167,2019,Matthew J. Holland,Osaka University,Kazushi Ikeda,Nara Institute of Science and Technology,ICML,better generalization with less data using robust gradient descent.,2,http://proceedings.mlr.press/v97/holland19a.html,https://dblp.org/rec/conf/icml/HollandI19
3168,3168,2019,Emiel Hoogeboom,University of Amsterdam,Max Welling,University of Amsterdam & Qualcomm,ICML,emerging convolutions for generative normalizing flows.,3,http://proceedings.mlr.press/v97/hoogeboom19a.html,https://dblp.org/rec/conf/icml/HoogeboomBW19
3169,3169,2019,Samuel Horváth,KAUST,Peter Richtárik,KAUST,ICML,nonconvex variance reduced optimization with arbitrary sampling.,2,http://proceedings.mlr.press/v97/horvath19a.html,https://dblp.org/rec/conf/icml/HorvathR19
3170,3170,2019,Neil Houlsby,Google,Sylvain Gelly,Google Brain,ICML,parameter-efficient transfer learning for nlp.,8,http://proceedings.mlr.press/v97/houlsby19a.html,https://dblp.org/rec/conf/icml/HoulsbyGJMLGAG19
3171,3171,2019,Ping-Chun Hsieh,,P. R. Kumar 0001,"Texas A&M University, USA",ICML,stay with me - lifetime maximization through heteroscedastic linear bandits with reneging.,4,http://proceedings.mlr.press/v97/hsieh19a.html,https://dblp.org/rec/conf/icml/HsiehLBK19
3172,3172,2019,Ya-Ping Hsieh,EPFL,Volkan Cevher,EPFL,ICML,finding mixed nash equilibria of generative adversarial networks.,3,http://proceedings.mlr.press/v97/hsieh19b.html,https://dblp.org/rec/conf/icml/HsiehLC19
3173,3173,2019,Yu-Guan Hsieh,École normale supérieure,Masashi Sugiyama,RIKEN / The University of Tokyo,ICML,"classification from positive, unlabeled and biased negative data.",3,http://proceedings.mlr.press/v97/hsieh19c.html,https://dblp.org/rec/conf/icml/HsiehNS19
3174,3174,2019,Kelvin Hsu,"University of Sydney, CSIRO",Fabio Ramos,"NVIDIA, University of Sydney",ICML,bayesian deconditional kernel mean embeddings.,2,http://proceedings.mlr.press/v97/hsu19a.html,https://dblp.org/rec/conf/icml/HsuR19
3175,3175,2019,Kejun Huang,,Xiao Fu 0001,"Oregon State University, School of Electrical Engineering and Computer Science, Corvallis, OR, USA",ICML,detecting overlapping and correlated communities without pure nodes - identifiability and algorithm.,2,http://proceedings.mlr.press/v97/huang19c.html,https://dblp.org/rec/conf/icml/Huang019
3176,3176,2019,Biwei Huang,Carnegie Mellon University,Clark Glymour,Carnegie Mellon University,ICML,causal discovery and forecasting in nonstationary environments with state-space models.,4,http://proceedings.mlr.press/v97/huang19g.html,https://dblp.org/rec/conf/icml/Huang0GG19
3177,3177,2019,Feihu Huang,University of Pittsburgh,Heng Huang,University of Pittsburgh,ICML,faster stochastic alternating direction method of multipliers for nonconvex optimization.,3,http://proceedings.mlr.press/v97/huang19a.html,https://dblp.org/rec/conf/icml/HuangCH19
3178,3178,2019,Jiabo Huang,Queen Mary University of London,Xiatian Zhu,Vision Semantics Limited,ICML,unsupervised deep learning by neighbourhood discovery.,4,http://proceedings.mlr.press/v97/huang19b.html,https://dblp.org/rec/conf/icml/HuangDGZ19
3179,3179,2019,Chin-Wei Huang,MILA,Aaron C. Courville,Université de Montréal,ICML,hierarchical importance weighted autoencoders.,5,http://proceedings.mlr.press/v97/huang19d.html,https://dblp.org/rec/conf/icml/HuangSDLC19
3180,3180,2019,Lingxiao Huang,EPFL,Nisheeth K. Vishnoi,Yale University,ICML,stable and fair classification.,2,http://proceedings.mlr.press/v97/huang19e.html,https://dblp.org/rec/conf/icml/HuangV19
3181,3181,2019,Chen Huang,Apple Inc.,Joshua M. Susskind,"Apple, Inc.",ICML,addressing the loss-metric mismatch with adaptive loss alignment.,7,http://proceedings.mlr.press/v97/huang19f.html,https://dblp.org/rec/conf/icml/HuangZTMSGS19
3182,3182,2019,Jonathan J. Hunt,DeepMind,Nicolas Heess,DeepMind,ICML,composing entropic policies using divergence correction.,4,http://proceedings.mlr.press/v97/hunt19a.html,https://dblp.org/rec/conf/icml/HuntBLH19
3183,3183,2019,Uiwon Hwang,,Sungroh Yoon,,ICML,hexagan - generative adversarial nets for real world classification.,3,http://proceedings.mlr.press/v97/hwang19a.html,https://dblp.org/rec/conf/icml/HwangJY19
3184,3184,2019,Alessandro Davide Ialongo,University of Cambirdge; Max Planck Tübingen,Carl Edward Rasmussen,Cambridge University,ICML,overcoming mean-field approximations in recurrent gaussian process models.,4,http://proceedings.mlr.press/v97/ialongo19a.html,https://dblp.org/rec/conf/icml/IalongoWHR19
3185,3185,2019,Craig Innes,University of Edinburgh,Alex Lascarides,University of Edinburgh,ICML,learning structured decision problems with unawareness.,2,http://proceedings.mlr.press/v97/innes19a.html,https://dblp.org/rec/conf/icml/InnesL19
3186,3186,2019,Niels Bruun Ipsen,,Lars Kai Hansen,"Technical University of Denmark, Department of Applied Mathematics and Computer Science",ICML,"phase transition in pca with missing data - reduced signal-to-noise ratio, not sample size!",2,http://proceedings.mlr.press/v97/ipsen19a.html,https://dblp.org/rec/conf/icml/IpsenH19
3187,3187,2019,Shariq Iqbal,University of Southern California,Fei Sha,Google Research,ICML,actor-attention-critic for multi-agent reinforcement learning.,2,http://proceedings.mlr.press/v97/iqbal19a.html,https://dblp.org/rec/conf/icml/IqbalS19
3188,3188,2019,Takashi Ishida,The University of Tokyo / RIKEN,Masashi Sugiyama,RIKEN / The University of Tokyo,ICML,complementary-label learning for arbitrary losses and models.,4,http://proceedings.mlr.press/v97/ishida19a.html,https://dblp.org/rec/conf/icml/IshidaNMS19
3189,3189,2019,Amin Jaber,,Elias Bareinboim,,ICML,causal identification under markov equivalence - completeness results.,3,http://proceedings.mlr.press/v97/jaber19a.html,https://dblp.org/rec/conf/icml/JaberZB19
3190,3190,2019,Alexis Jacq,EPFL,Olivier Pietquin,GOOGLE BRAIN,ICML,learning from a learner.,4,http://proceedings.mlr.press/v97/jacq19a.html,https://dblp.org/rec/conf/icml/JacqGPP19
3191,3191,2019,Matthew Jagielski,Northeastern University,Jonathan R. Ullman,Northeastern University,ICML,differentially private fair learning.,7,http://proceedings.mlr.press/v97/jagielski19a.html,https://dblp.org/rec/conf/icml/JagielskiKMORSU19
3192,3192,2019,Priyank Jaini,"University of Waterloo, Vector Institute",Yaoliang Yu,University of Waterloo,ICML,sum-of-squares polynomial flow.,3,http://proceedings.mlr.press/v97/jaini19a.html,https://dblp.org/rec/conf/icml/JainiSY19
3193,3193,2019,Jennifer Jang,,Heinrich Jiang,,ICML,dbscan++ - towards fast and scalable density clustering.,2,http://proceedings.mlr.press/v97/jang19a.html,https://dblp.org/rec/conf/icml/JangJ19
3194,3194,2019,Yunhun Jang,OMNIOUS,Jinwoo Shin,"KAIST, AITRICS",ICML,learning what and where to transfer.,4,http://proceedings.mlr.press/v97/jang19b.html,https://dblp.org/rec/conf/icml/JangLHS19
3195,3195,2019,Natasha Jaques,MIT,Nando de Freitas,DeepMind,ICML,social influence as intrinsic motivation for multi-agent deep reinforcement learning.,8,http://proceedings.mlr.press/v97/jaques19a.html,https://dblp.org/rec/conf/icml/JaquesLHGOSLF19
3196,3196,2019,Nathan Jay,University of Illinois Urbana-Champaign,Aviv Tamar,Technion,ICML,a deep reinforcement learning perspective on internet congestion control.,5,http://proceedings.mlr.press/v97/jay19a.html,https://dblp.org/rec/conf/icml/JayRGST19
3197,3197,2019,Dasaem Jeong,KAIST,Juhan Nam,KAIST,ICML,graph neural network for music score data and modeling expressive piano performance.,4,http://proceedings.mlr.press/v97/jeong19a.html,https://dblp.org/rec/conf/icml/JeongKKN19
3198,3198,2019,Taewon Jeong,KAIST,Heeyoung Kim,KAIST,ICML,ladder capsule network.,3,http://proceedings.mlr.press/v97/jeong19b.html,https://dblp.org/rec/conf/icml/JeongLK19
3199,3199,2019,Jongheon Jeong,KAIST,Jinwoo Shin,"KAIST, AITRICS",ICML,training cnns with selective allocation of channels.,2,http://proceedings.mlr.press/v97/jeong19c.html,https://dblp.org/rec/conf/icml/JeongS19
