,Unnamed: 0,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
6029,6029,2020,Ilias Diakonikolas,,,Ankit Pensia,,,NeurIPS,outlier robust mean estimation with subgaussian rates via stability.,3,https://proceedings.neurips.cc/paper/2020/hash/13ec9935e17e00bed6ec8f06230e33a9-Abstract.html,https://dblp.org/rec/conf/nips/DiakonikolasKP20
6030,6030,2020,Ilias Diakonikolas,,,Nikos Zarifis,,,NeurIPS,non-convex sgd learns halfspaces with adversarial label noise.,4,https://proceedings.neurips.cc/paper/2020/hash/d785bf9067f8af9e078b93cf26de2b54-Abstract.html,https://dblp.org/rec/conf/nips/DiakonikolasKTZ20
6031,6031,2020,Ilias Diakonikolas,,,Nikos Zarifis,,,NeurIPS,near-optimal sq lower bounds for agnostically learning halfspaces and relus under gaussian marginals.,3,https://proceedings.neurips.cc/paper/2020/hash/9d7311ba459f9e45ed746755a32dcd11-Abstract.html,https://dblp.org/rec/conf/nips/DiakonikolasKZ20
6032,6032,2020,Amir Dib,,,Amir Dib,,,NeurIPS,quantized variational inference.,1,https://proceedings.neurips.cc/paper/2020/hash/e2a23af417a2344fe3a23e652924091f-Abstract.html,https://dblp.org/rec/conf/nips/Dib20
6033,6033,2020,Nishanth Dikkala,,,Vasilis Syrgkanis,,,NeurIPS,minimax estimation of conditional moment models.,4,https://proceedings.neurips.cc/paper/2020/hash/8fcd9e5482a62a5fa130468f4cf641ef-Abstract.html,https://dblp.org/rec/conf/nips/DikkalaLMS20
6034,6034,2020,Ziluo Ding,,,Zongqing Lu,,,NeurIPS,learning individually inferred communication for multi-agent cooperation.,3,https://proceedings.neurips.cc/paper/2020/hash/fb2fcd534b0ff3bbed73cc51df620323-Abstract.html,https://dblp.org/rec/conf/nips/DingHL20
6035,6035,2020,Jingqiu Ding,,,David Steurer,,,NeurIPS,estimating rank-one spikes from heavy-tailed noise via self-avoiding walks.,3,https://proceedings.neurips.cc/paper/2020/hash/3c0de3fec9ab8a3df01109251f137119-Abstract.html,https://dblp.org/rec/conf/nips/DingHS20
6036,6036,2020,Zhiyan Ding,,,Qin Li 0007,,,NeurIPS,variance reduction for random coordinate descent-langevin monte carlo.,2,https://proceedings.neurips.cc/paper/2020/hash/272e11700558e27be60f7489d2d782e7-Abstract.html,https://dblp.org/rec/conf/nips/DingL20
6037,6037,2020,Jingtao Ding,,,Depeng Jin,,,NeurIPS,simplify and robustify negative sampling for implicit collaborative filtering.,5,https://proceedings.neurips.cc/paper/2020/hash/0c7119e3a6a2209da6a5b90e5b5b75bd-Abstract.html,https://dblp.org/rec/conf/nips/DingQY0J20
6038,6038,2020,Dongsheng Ding,,,Mihailo R. Jovanovic,,,NeurIPS,natural policy gradient primal-dual method for constrained markov decision processes.,4,https://proceedings.neurips.cc/paper/2020/hash/5f7695debd8cde8db5abcb9f161b49ea-Abstract.html,https://dblp.org/rec/conf/nips/DingZBJ20
6039,6039,2020,Ming Ding,,,Jie Tang 0001,,,NeurIPS,cogltx - applying bert to long texts.,4,https://proceedings.neurips.cc/paper/2020/hash/96671501524948bc3937b4b30d0e57b9-Abstract.html,https://dblp.org/rec/conf/nips/DingZY020
6040,6040,2020,Vu C. Dinh,,,Lam Si Tung Ho,,,NeurIPS,consistent feature selection for analytic deep neural networks.,2,https://proceedings.neurips.cc/paper/2020/hash/1959eb9d5a0f7ebc58ebde81d5df400d-Abstract.html,https://dblp.org/rec/conf/nips/DinhH20
6041,6041,2020,Canh T. Dinh,,,Tuan Dung Nguyen,,,NeurIPS,personalized federated learning with moreau envelopes.,3,https://proceedings.neurips.cc/paper/2020/hash/f4f1f13c8289ac1b1ee0ff176b56fc60-Abstract.html,https://dblp.org/rec/conf/nips/DinhTN20
6042,6042,2020,Carl Doersch,,,Andrew Zisserman,,,NeurIPS,crosstransformers - spatially-aware few-shot transfer.,3,https://proceedings.neurips.cc/paper/2020/hash/fa28c6cdf8dd6f41a657c3d7caa5c709-Abstract.html,https://dblp.org/rec/conf/nips/DoerschGZ20
6043,6043,2020,Akshunna S. Dogra,,,William T. Redman,,,NeurIPS,optimizing neural networks via koopman operator theory.,2,https://proceedings.neurips.cc/paper/2020/hash/169806bb68ccbf5e6f96ddc60c40a044-Abstract.html,https://dblp.org/rec/conf/nips/DograR20
6044,6044,2020,Nikita Doikov,,,Yurii E. Nesterov,,,NeurIPS,convex optimization based on global lower second-order models.,2,https://proceedings.neurips.cc/paper/2020/hash/c0c3a9fb8385d8e03a46adadde9af3bf-Abstract.html,https://dblp.org/rec/conf/nips/DoikovN20
6045,6045,2020,Diego Doimo,,,Alessandro Laio,,,NeurIPS,hierarchical nucleation in deep neural networks.,4,https://proceedings.neurips.cc/paper/2020/hash/54f3bc04830d762a3b56a789b6ff62df-Abstract.html,https://dblp.org/rec/conf/nips/DoimoGAL20
6046,6046,2020,Hadi Mohaghegh Dolatabadi,,,Christopher Leckie,,,NeurIPS,advflow - inconspicuous black-box adversarial attacks using normalizing flows.,3,https://proceedings.neurips.cc/paper/2020/hash/b6cf334c22c8f4ce8eb920bb7b512ed0-Abstract.html,https://dblp.org/rec/conf/nips/DolatabadiEL20
6047,6047,2020,Carles Domingo-Enrich,,,Joan Bruna,,,NeurIPS,a mean-field analysis of two-player zero-sum games.,5,https://proceedings.neurips.cc/paper/2020/hash/e97c864e8ac67f7aed5ce53ec28638f5-Abstract.html,https://dblp.org/rec/conf/nips/Domingo-EnrichJ20
6048,6048,2020,Xiaoyi Dong,,,Dong Chen 0003,,,NeurIPS,greedyfool - distortion-aware sparse adversarial attack.,8,https://proceedings.neurips.cc/paper/2020/hash/8169e05e2a0debcb15458f2cc1eff0ea-Abstract.html,https://dblp.org/rec/conf/nips/Dong0BQYZYC20
6049,6049,2020,Jiangxin Dong,,,Bernt Schiele,,,NeurIPS,deep wiener deconvolution - wiener meets deep learning for image deblurring.,3,https://proceedings.neurips.cc/paper/2020/hash/0b8aff0438617c055eb55f0ba5d226fa-Abstract.html,https://dblp.org/rec/conf/nips/Dong0S20
6050,6050,2020,Yinpeng Dong,,,Hang Su 0006,,,NeurIPS,adversarial distributional training for robust deep learning.,5,https://proceedings.neurips.cc/paper/2020/hash/5de8a36008b04a6167761fa19b61aa6c-Abstract.html,https://dblp.org/rec/conf/nips/DongDP0020
6051,6051,2020,Zhe Dong,,,George Tucker,,,NeurIPS,disarm - an antithetic gradient estimator for binary latent variables.,3,https://proceedings.neurips.cc/paper/2020/hash/d880e783834172e5ebd1868d84463d93-Abstract.html,https://dblp.org/rec/conf/nips/DongMT20
6052,6052,2020,Jonathan Dong,,,Florent Krzakala,,,NeurIPS,reservoir computing meets recurrent kernels and structured transforms.,4,https://proceedings.neurips.cc/paper/2020/hash/c348616cd8a86ee661c7c98800678fad-Abstract.html,https://dblp.org/rec/conf/nips/DongORK20
6053,6053,2020,Yihe Dong,,,Will Sawin,,,NeurIPS,copt - coordinated optimal transport on graphs.,2,https://proceedings.neurips.cc/paper/2020/hash/e0640c93b05097a9380870aa06aa0df4-Abstract.html,https://dblp.org/rec/conf/nips/DongS20
6054,6054,2020,Zhen Dong,,,Kurt Keutzer,,,NeurIPS,hawq-v2 - hessian aware trace-weighted quantization of neural networks.,6,https://proceedings.neurips.cc/paper/2020/hash/d77c703536718b95308130ff2e5cf9ee-Abstract.html,https://dblp.org/rec/conf/nips/DongYAGMK20
6055,6055,2020,Mingzhi Dong,,,Jing-Hao Xue,,,NeurIPS,generalization bound of gradient descent for non-convex metric learning.,5,https://proceedings.neurips.cc/paper/2020/hash/6f5e4e86a87220e5d361ad82f1ebc335-Abstract.html,https://dblp.org/rec/conf/nips/DongYZWX20
6056,6056,2020,Balthazar Donon,,,Marc Schoenauer,,,NeurIPS,deep statistical solvers.,6,https://proceedings.neurips.cc/paper/2020/hash/5a16bce575f3ddce9c819de125ba0029-Abstract.html,https://dblp.org/rec/conf/nips/DononLLGMS20
6057,6057,2020,Anne Draelos,,,John M. Pearson,,,NeurIPS,online neural connectivity estimation with noisy group testing.,2,https://proceedings.neurips.cc/paper/2020/hash/531d29a813ef9471aad0a5558d449a73-Abstract.html,https://dblp.org/rec/conf/nips/DraelosP20
6058,6058,2020,Jianzhun Du,,,Finale Doshi-Velez,,,NeurIPS,model-based reinforcement learning for semi-markov decision processes with neural odes.,3,https://proceedings.neurips.cc/paper/2020/hash/e562cd9c0768d5464b64cf61da7fc6bb-Abstract.html,https://dblp.org/rec/conf/nips/DuFD20
6059,6059,2020,Yilun Du,,,Igor Mordatch,,,NeurIPS,compositional visual generation with energy based models.,3,https://proceedings.neurips.cc/paper/2020/hash/49856ed476ad01fcff881d57e161d73f-Abstract.html,https://dblp.org/rec/conf/nips/DuLM20
6060,6060,2020,Simon S. Du,,,Ruosong Wang,,,NeurIPS,agnostic $q$-learning with function approximation in deterministic systems - near-optimal bounds on approximation error and sample complexity.,4,https://proceedings.neurips.cc/paper/2020/hash/fd5c905bcd8c3348ad1b35d7231ee2b1-Abstract.html,https://dblp.org/rec/conf/nips/DuLMW20
6061,6061,2020,Yuqing Du,,,Anca D. Dragan,,,NeurIPS,ave - assistance via empowerment.,6,https://proceedings.neurips.cc/paper/2020/hash/30de9ece7cf3790c8c39ccff1a044209-Abstract.html,https://dblp.org/rec/conf/nips/DuTKPAD20
6062,6062,2020,Shangchen Du,,,Changshui Zhang,,,NeurIPS,agree to disagree - adaptive ensemble knowledge distillation in gradient space.,7,https://proceedings.neurips.cc/paper/2020/hash/91c77393975889bd08f301c9e13a44b7-Abstract.html,https://dblp.org/rec/conf/nips/DuYLW00Z20
6063,6063,2020,Jiexin Duan,,,Guang Cheng,,,NeurIPS,statistical guarantees of distributed nearest neighbor classification.,3,https://proceedings.neurips.cc/paper/2020/hash/022e0ee5162c13d9a7bb3bd00fb032ce-Abstract.html,https://dblp.org/rec/conf/nips/DuanQC20
6064,6064,2020,Abhimanyu Dubey,,,Alex 'Sandy' Pentland,,,NeurIPS,differentially-private federated linear bandits.,2,https://proceedings.neurips.cc/paper/2020/hash/4311359ed4969e8401880e3c1836fbe1-Abstract.html,https://dblp.org/rec/conf/nips/DubeyP20
6065,6065,2020,Yann Dubois,,,Ramakrishna Vedantam,,,NeurIPS,learning optimal representations with the decodable information bottleneck.,4,https://proceedings.neurips.cc/paper/2020/hash/d8ea5f53c1b1eb087ac2e356253395d8-Abstract.html,https://dblp.org/rec/conf/nips/DuboisKSV20
6066,6066,2020,John C. Duchi,,,Yinyu Ye,,,NeurIPS,conic descent and its application to memory-efficient optimization over positive semidefinite matrices.,4,https://proceedings.neurips.cc/paper/2020/hash/5e5dd00d770ef3e9154a4257edcb80b8-Abstract.html,https://dblp.org/rec/conf/nips/DuchiHNY20
6067,6067,2020,Jeffrey M. Dudek,,,Kuldeep S. Meel,,,NeurIPS,taming discrete integration via the boon of dimensionality.,3,https://proceedings.neurips.cc/paper/2020/hash/0baf163c24ed14b515aaf57a9de5501c-Abstract.html,https://dblp.org/rec/conf/nips/DudekFM20
6068,6068,2020,Lukasz Dudziak,,,Nicholas D. Lane,,,NeurIPS,brp-nas - prediction-based nas using gcns.,6,https://proceedings.neurips.cc/paper/2020/hash/768e78024aa8fdb9b8fe87be86f64745-Abstract.html,https://dblp.org/rec/conf/nips/DudziakCALKL20
6069,6069,2020,Lea Duncker,,,David Sussillo,,,NeurIPS,organizing recurrent network dynamics by task-computation to enable continual learning.,5,https://proceedings.neurips.cc/paper/2020/hash/a576eafbce762079f7d1f77fca1c5cc2-Abstract.html,https://dblp.org/rec/conf/nips/DunckerDSSS20
6070,6070,2020,Vo Nguyen Le Duy,,,Ichiro Takeuchi,,,NeurIPS,computing valid p-value for optimal changepoint by selective inference using dynamic programming.,4,https://proceedings.neurips.cc/paper/2020/hash/82b04cd5aa016d979fe048f3ddf0e8d3-Abstract.html,https://dblp.org/rec/conf/nips/DuyTST20
6071,6071,2020,Tarik Dzanic,,,Freddie D. Witherden,,,NeurIPS,fourier spectrum discrepancies in deep network generated images.,3,https://proceedings.neurips.cc/paper/2020/hash/1f8d87e1161af68b81bace188a1ec624-Abstract.html,https://dblp.org/rec/conf/nips/DzanicSW20
6072,6072,2020,Gintare Karolina Dziugaite,,,Daniel M. Roy 0001,,,NeurIPS,in search of robust measures of generalization.,8,https://proceedings.neurips.cc/paper/2020/hash/86d7c8a08b4aaa1bc7c599473f5dddda-Abstract.html,https://dblp.org/rec/conf/nips/DziugaiteDNRCWM20
6073,6073,2020,Yonathan Efroni,,,Shie Mannor,,,NeurIPS,online planning with lookahead policies.,3,https://proceedings.neurips.cc/paper/2020/hash/a18aa23ee676d7f5ffb34cf16df3e08c-Abstract.html,https://dblp.org/rec/conf/nips/EfroniGM20
6074,6074,2020,Sébastien Ehrhardt,,,Andrea Vedaldi,,,NeurIPS,relate - physically plausible multi-object scene synthesis using structured latent spaces.,7,https://proceedings.neurips.cc/paper/2020/hash/806beafe154032a5b818e97b4420ad98-Abstract.html,https://dblp.org/rec/conf/nips/EhrhardtGMEPMV20
6075,6075,2020,Marvin Eisenberger,,,Daniel Cremers,,,NeurIPS,deep shells - unsupervised shape correspondence with optimal transport.,4,https://proceedings.neurips.cc/paper/2020/hash/769c3bce651ce5feaa01ce3b75986420-Abstract.html,https://dblp.org/rec/conf/nips/EisenbergerTLC20
6076,6076,2020,Moshe Eliasof,,,Eran Treister,,,NeurIPS,diffgcn - graph convolutional networks via differential operators and algebraic multigrid pooling.,2,https://proceedings.neurips.cc/paper/2020/hash/d16a974d4d6d0d71b29bfbfe045f1da7-Abstract.html,https://dblp.org/rec/conf/nips/EliasofT20
6077,6077,2020,Pantelis Elinas,,,Louis C. Tiao,,,NeurIPS,variational inference for graph convolutional networks in the absence of graph data and adversarial settings.,3,https://proceedings.neurips.cc/paper/2020/hash/d882050bb9eeba930974f596931be527-Abstract.html,https://dblp.org/rec/conf/nips/ElinasBT20
6078,6078,2020,Adel M. Elmahdy,,,Soheil Mohajer,,,NeurIPS,matrix completion with hierarchical graph side information.,4,https://proceedings.neurips.cc/paper/2020/hash/672cf3025399742b1a047c8dc6b1e992-Abstract.html,https://dblp.org/rec/conf/nips/ElmahdyASM20
6079,6079,2020,Yuval Emek,,,Yangguang Shi,,,NeurIPS,stateful posted pricing with vanishing regret via dynamic deterministic markov decision processes.,4,https://proceedings.neurips.cc/paper/2020/hash/1f10c3650a3aa5912dccc5789fd515e8-Abstract.html,https://dblp.org/rec/conf/nips/EmekLNS20
6080,6080,2020,Scott Emmons,,,Deepak Pathak,,,NeurIPS,sparse graphical memory for robust planning.,6,https://proceedings.neurips.cc/paper/2020/hash/385822e359afa26d52b5b286226f2cea-Abstract.html,https://dblp.org/rec/conf/nips/EmmonsJLKAP20
6081,6081,2020,Alessandro Epasto,,,Lijie Ren,,,NeurIPS,smoothly bounding user contributions in differential privacy.,5,https://proceedings.neurips.cc/paper/2020/hash/a0dc078ca0d99b5ebb465a9f1cad54ba-Abstract.html,https://dblp.org/rec/conf/nips/EpastoMMMR20
6082,6082,2020,Alessandro Epasto,,,Emmanouil Zampetakis,,,NeurIPS,optimal approximation - smoothness tradeoffs for soft-max functions.,4,https://proceedings.neurips.cc/paper/2020/hash/1bd413de70f32142f4a33a94134c5690-Abstract.html,https://dblp.org/rec/conf/nips/EpastoMMZ20
6083,6083,2020,Tamás Erdélyi,,,Christopher Musco,,,NeurIPS,fourier sparse leverage scores and approximate kernel learning.,3,https://proceedings.neurips.cc/paper/2020/hash/012d9fe15b2493f21902cd55603382ec-Abstract.html,https://dblp.org/rec/conf/nips/ErdelyiMM20
6084,6084,2020,Aleksandr Ermolov,,,Nicu Sebe,,,NeurIPS,latent world models for intrinsically motivated exploration.,2,https://proceedings.neurips.cc/paper/2020/hash/3c09bb10e2189124fdd8f467cc8b55a7-Abstract.html,https://dblp.org/rec/conf/nips/ErmolovS20
6085,6085,2020,Seyed A. Esmaeili,,,John Dickerson 0001,,,NeurIPS,probabilistic fair clustering.,4,https://proceedings.neurips.cc/paper/2020/hash/95f2b84de5660ddf45c8a34933a2e66f-Abstract.html,https://dblp.org/rec/conf/nips/EsmaeiliBT020
6086,6086,2020,Benjamin Estermann,,,Mehmet Fatih Yanik,,,NeurIPS,robust disentanglement of a few factors at a time.,3,https://proceedings.neurips.cc/paper/2020/hash/9b22a40256b079f338827b0ff1f4792b-Abstract.html,https://dblp.org/rec/conf/nips/EstermannMY20
6087,6087,2020,Carlos Esteves,,,Kostas Daniilidis,,,NeurIPS,spin-weighted spherical cnns.,3,https://proceedings.neurips.cc/paper/2020/hash/6217b2f7e4634fa665d31d3b4df81b56-Abstract.html,https://dblp.org/rec/conf/nips/EstevesMD20
6088,6088,2020,Mayalen Etcheverry,,,Pierre-Yves Oudeyer,,,NeurIPS,hierarchically organized latent modules for exploratory search in morphogenetic systems.,3,https://proceedings.neurips.cc/paper/2020/hash/33a5435d4f945aa6154b31a73bab3b73-Abstract.html,https://dblp.org/rec/conf/nips/EtcheverryMO20
6089,6089,2020,Ben Eysenbach,,,Russ R. Salakhutdinov,,,NeurIPS,rewriting history with inverse rl - hindsight inference for policy improvement.,4,https://proceedings.neurips.cc/paper/2020/hash/a97da629b098b75c294dffdc3e463904-Abstract.html,https://dblp.org/rec/conf/nips/EysenbachGLS20
6090,6090,2020,Shreyas Fadnavis,,,Eleftherios Garyfallidis,,,NeurIPS,patch2self - denoising diffusion mri with self-supervised learning​.,3,https://proceedings.neurips.cc/paper/2020/hash/bc047286b224b7bfa73d4cb02de1238d-Abstract.html,https://dblp.org/rec/conf/nips/FadnavisBG20
6091,6091,2020,Fartash Faghri,,,Ali Ramezani-Kebrya,,,NeurIPS,adaptive gradient quantization for data-parallel sgd.,6,https://proceedings.neurips.cc/paper/2020/hash/20b5e1cf8694af7a3c1ba4a87f073021-Abstract.html,https://dblp.org/rec/conf/nips/FaghriTMA0R20
6092,6092,2020,Rasool Fakoor,,,Alexander J. Smola,,,NeurIPS,"fast, accurate, and simple models for tabular data via augmented distillation.",5,https://proceedings.neurips.cc/paper/2020/hash/62d75fb2e3075506e8837d8f55021ab1-Abstract.html,https://dblp.org/rec/conf/nips/FakoorMECS20
6093,6093,2020,Kion Fallah,,,Christopher Rozell,,,NeurIPS,learning sparse codes from compressed representations with biologically plausible local wiring constraints.,4,https://proceedings.neurips.cc/paper/2020/hash/a03fec24df877cc65c037673397ad5c0-Abstract.html,https://dblp.org/rec/conf/nips/FallahWLR20
6094,6094,2020,Zhou Fan,,,Zhichao Wang,,,NeurIPS,spectra of the conjugate kernel and neural tangent kernel for linear-width neural networks.,2,https://proceedings.neurips.cc/paper/2020/hash/572201a4497b0b9f02d4f279b09ec30d-Abstract.html,https://dblp.org/rec/conf/nips/FanW20
6095,6095,2020,Yuchen Fan,,,Thomas S. Huang,,,NeurIPS,neural sparse representation for image restoration.,7,https://proceedings.neurips.cc/paper/2020/hash/b090409688550f3cc93f4ed88ec6cafb-Abstract.html,https://dblp.org/rec/conf/nips/FanYMZ0LH20
6096,6096,2020,Xinjie Fan,,,Mingyuan Zhou,,,NeurIPS,bayesian attention modules.,4,https://proceedings.neurips.cc/paper/2020/hash/bcff3f632fd16ff099a49c2f0932b47a-Abstract.html,https://dblp.org/rec/conf/nips/FanZ0Z20
6097,6097,2020,Tongtong Fang,,,Masashi Sugiyama,,,NeurIPS,rethinking importance weighting for deep learning under distribution shift.,4,https://proceedings.neurips.cc/paper/2020/hash/8b9e7ab295e87570551db122a04c6f7c-Abstract.html,https://dblp.org/rec/conf/nips/FangL0S20
6098,6098,2020,Tao Fang,,,Gang Pan 0001,,,NeurIPS,reconstructing perceptive images from brain activity by shape-semantic gan.,3,https://proceedings.neurips.cc/paper/2020/hash/9813b270ed0288e7c0388f0fd4ec68f5-Abstract.html,https://dblp.org/rec/conf/nips/FangQ020
6099,6099,2020,Clara Fannjiang,,,Jennifer Listgarten,,,NeurIPS,autofocused oracles for model-based design.,2,https://proceedings.neurips.cc/paper/2020/hash/972cda1e62b72640cb7ac702714a115f-Abstract.html,https://dblp.org/rec/conf/nips/FannjiangL20
6100,6100,2020,Sahand Farhoodi,,,Uri T. Eden,,,NeurIPS,estimating fluctuations in neural representations of uncertain environments.,4,https://proceedings.neurips.cc/paper/2020/hash/7a8b8402b2f0fc78cf726ee484a0a2b7-Abstract.html,https://dblp.org/rec/conf/nips/FarhoodiPGE20
6101,6101,2020,Gabriele Farina,,,Tuomas Sandholm,,,NeurIPS,polynomial-time computation of optimal correlated equilibria in two-player extensive-form games with public chance moves and beyond.,2,https://proceedings.neurips.cc/paper/2020/hash/e366d105cfd734677897aaccf51e97a3-Abstract.html,https://dblp.org/rec/conf/nips/FarinaS20
6102,6102,2020,Sebastian Farquhar,,,Yarin Gal,,,NeurIPS,liberty or depth - deep bayesian neural nets do not need complex weight posterior approximations.,3,https://proceedings.neurips.cc/paper/2020/hash/2dfe1946b3003933b7f8ddd71f24dbb1-Abstract.html,https://dblp.org/rec/conf/nips/FarquharSG20
6103,6103,2020,Matthew Faw,,,Sanjay Shakkottai,,,NeurIPS,mix and match - an optimistic tree-search approach for learning models from mixture distributions.,5,https://proceedings.neurips.cc/paper/2020/hash/7d3d5bcad324d3edc08e40738e663554-Abstract.html,https://dblp.org/rec/conf/nips/FawSSCS20
6104,6104,2020,Yingjie Fei,,,Qiaomin Xie,,,NeurIPS,risk-sensitive reinforcement learning - near-optimal risk-sample tradeoff in regret.,5,https://proceedings.neurips.cc/paper/2020/hash/fdc42b6b0ee16a2f866281508ef56730-Abstract.html,https://dblp.org/rec/conf/nips/FeiYCWX20
6105,6105,2020,Yingjie Fei,,,Qiaomin Xie,,,NeurIPS,dynamic regret of policy optimization in non-stationary environments.,4,https://proceedings.neurips.cc/paper/2020/hash/4b0091f82f50ff7095647fe893580d60-Abstract.html,https://dblp.org/rec/conf/nips/FeiYWX20
6106,6106,2020,Moran Feldman,,,Amin Karbasi,,,NeurIPS,continuous submodular maximization - beyond dr-submodularity.,2,https://proceedings.neurips.cc/paper/2020/hash/0f34132b15dd02f282a11ea1e322a96d-Abstract.html,https://dblp.org/rec/conf/nips/FeldmanK20
6107,6107,2020,Vitaly Feldman,,,Chiyuan Zhang,,,NeurIPS,what neural networks memorize and why - discovering the long tail via influence estimation.,2,https://proceedings.neurips.cc/paper/2020/hash/1e14bfe2714193e7af5abc64ecbd6b46-Abstract.html,https://dblp.org/rec/conf/nips/FeldmanZ20
6108,6108,2020,Dieqiao Feng,,,Bart Selman,,,NeurIPS,a novel automated curriculum strategy to solve hard sokoban planning instances.,3,https://proceedings.neurips.cc/paper/2020/hash/2051bd70fc110a2208bdbd4a743e7f79-Abstract.html,https://dblp.org/rec/conf/nips/FengGS20
6109,6109,2020,Zunlei Feng,,,Mingli Song,,,NeurIPS,one-sample guided object representation disassembling.,7,https://proceedings.neurips.cc/paper/2020/hash/f8e59f4b2fe7c5705bf878bbd494ccdf-Abstract.html,https://dblp.org/rec/conf/nips/FengHWGLJS20
6110,6110,2020,Lei Feng,,,Masashi Sugiyama,,,NeurIPS,provably consistent partial-label learning.,8,https://proceedings.neurips.cc/paper/2020/hash/7bd28f15a49d5e5848d6ec70e584e625-Abstract.html,https://dblp.org/rec/conf/nips/FengL0X0G0S20
6111,6111,2020,Qing Feng,,,Eytan Bakshy,,,NeurIPS,high-dimensional contextual policy search with unknown context rewards using bayesian optimization.,4,https://proceedings.neurips.cc/paper/2020/hash/faff959d885ec0ecf70741a846c34d1d-Abstract.html,https://dblp.org/rec/conf/nips/FengLMB20
6112,6112,2020,Fei Feng,,,Lin F. Yang,,,NeurIPS,provably efficient exploration for reinforcement learning using unsupervised learning.,5,https://proceedings.neurips.cc/paper/2020/hash/fe73f687e5bc5280214e0486b273a5f9-Abstract.html,https://dblp.org/rec/conf/nips/FengWYDY20
6113,6113,2020,Wenzheng Feng,,,Jie Tang 0001,,,NeurIPS,graph random neural networks for semi-supervised learning on graphs.,9,https://proceedings.neurips.cc/paper/2020/hash/fb4c835feb0a65cc39739320d7a51c02-Abstract.html,https://dblp.org/rec/conf/nips/FengZDHLXYK020
6114,6114,2020,Tamara Fernandez,,,Arthur Gretton,,,NeurIPS,a kernel test for quasi-independence.,4,https://proceedings.neurips.cc/paper/2020/hash/aeefb050911334869a7a5d9e4d0e1689-Abstract.html,https://dblp.org/rec/conf/nips/FernandezXDG20
6115,6115,2020,Jean Feydy,,,Michael M. Bronstein,,,NeurIPS,fast geometric learning with symbolic matrices.,4,https://proceedings.neurips.cc/paper/2020/hash/a6292668b36ef412fa3c4102d1311a62-Abstract.html,https://dblp.org/rec/conf/nips/FeydyGCB20
6116,6116,2020,Marc Finzi,,,Andrew Gordon Wilson,,,NeurIPS,simplifying hamiltonian and lagrangian neural networks via explicit constraints.,3,https://proceedings.neurips.cc/paper/2020/hash/9f655cc8884fda7ad6d8a6fb15cc001e-Abstract.html,https://dblp.org/rec/conf/nips/FinziWW20
6117,6117,2020,Marc Fischer,,,Martin T. Vechev,,,NeurIPS,certified defense to image transformations via randomized smoothing.,3,https://proceedings.neurips.cc/paper/2020/hash/5fb37d5bbdbbae16dea2f3104d7f9439-Abstract.html,https://dblp.org/rec/conf/nips/FischerBV20
6118,6118,2020,Gergely Flamich,,,José Miguel Hernández-Lobato,,,NeurIPS,compressing images by encoding their latent representations with relative entropy coding.,3,https://proceedings.neurips.cc/paper/2020/hash/ba053350fe56ed93e64b3e769062b680-Abstract.html,https://dblp.org/rec/conf/nips/FlamichHH20
6119,6119,2020,Bailey Flanigan,,,Ariel D. Procaccia,,,NeurIPS,neutralizing self-selection bias in sampling for sortition.,4,https://proceedings.neurips.cc/paper/2020/hash/48237d9f2dea8c74c2a72126cf63d933-Abstract.html,https://dblp.org/rec/conf/nips/FlaniganGGP20
6120,6120,2020,Genevieve Flaspohler,,,John W. Fisher III,,,NeurIPS,belief-dependent macro-action discovery in pomdps using the value of information.,3,https://proceedings.neurips.cc/paper/2020/hash/7f2be1b45d278ac18804b79207a24c53-Abstract.html,https://dblp.org/rec/conf/nips/FlaspohlerRF20
6121,6121,2020,Andrew Y. K. Foong,,,Richard E. Turner,,,NeurIPS,meta-learning stationary stochastic process prediction with convolutional neural processes.,6,https://proceedings.neurips.cc/paper/2020/hash/5df0385cba256a135be596dbe28fa7aa-Abstract.html,https://dblp.org/rec/conf/nips/FoongB0DRT20
6122,6122,2020,Andrew Y. K. Foong,,,Richard E. Turner,,,NeurIPS,on the expressiveness of approximate inference in bayesian neural networks.,4,https://proceedings.neurips.cc/paper/2020/hash/b6dfd41875bc090bd31d0b1740eb5b1b-Abstract.html,https://dblp.org/rec/conf/nips/FoongBLT20
6123,6123,2020,Stanislav Fort,,,Surya Ganguli,,,NeurIPS,deep learning versus kernel learning - an empirical study of loss landscape geometry and the time evolution of the neural tangent kernel.,6,https://proceedings.neurips.cc/paper/2020/hash/405075699f065e43581f27d67bb68478-Abstract.html,https://dblp.org/rec/conf/nips/FortDPK0G20
6124,6124,2020,Gersende Fort,,,Hoi-To Wai,,,NeurIPS,a stochastic path integral differential estimator expectation maximization algorithm.,3,https://proceedings.neurips.cc/paper/2020/hash/c589c3a8f99401b24b9380e86d939842-Abstract.html,https://dblp.org/rec/conf/nips/FortMW20
6125,6125,2020,Dylan J. Foster,,,Julian Zimmert,,,NeurIPS,adapting to misspecification in contextual bandits.,4,https://proceedings.neurips.cc/paper/2020/hash/84c230a5b1bc3495046ef916957c7238-Abstract.html,https://dblp.org/rec/conf/nips/FosterGMZ20
