,year,first-author,first-author-affiliation,first-author-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
1744,2020,Brian Jin,,,C. Raina MacIntyre,,,AAAI,'Watch the Flu' - A Tweet Monitoring Tool for Epidemic Intelligence of Influenza in Australia.,6,https://aaai.org/ojs/index.php/AAAI/article/view/7095,https://dblp.org/rec/conf/aaai/JinJS0PM20
1745,2020,Di Jin,,,Peter Szolovits,,,AAAI,Is BERT Really Robust? A Strong Baseline for Natural Language Attack on Text Classification and Entailment.,4,https://aaai.org/ojs/index.php/AAAI/article/view/6311,https://dblp.org/rec/conf/aaai/JinJZS20
1746,2020,Xin Jin 0014,,,Zhibo Chen 0001,,,AAAI,Uncertainty-Aware Multi-Shot Knowledge Distillation for Image-Based Object Re-Identification.,4,https://aaai.org/ojs/index.php/AAAI/article/view/6774,https://dblp.org/rec/conf/aaai/JinLZ020
1747,2020,Xin Jin 0014,,,Zhibo Chen 0001,,,AAAI,Semantics-Aligned Representation Learning for Person Re-Identification.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6775,https://dblp.org/rec/conf/aaai/JinLZW020
1748,2020,Lifeng Jin,,,Dong Yu 0001,,,AAAI,Relation Extraction Exploiting Full Dependency Forests.,6,https://aaai.org/ojs/index.php/AAAI/article/view/6313,https://dblp.org/rec/conf/aaai/JinS0XM020
1749,2020,Yilun Jin,,,Chuan Shi,,,AAAI,GraLSP - Graph Neural Networks with Local Structural Patterns.,3,https://aaai.org/ojs/index.php/AAAI/article/view/5861,https://dblp.org/rec/conf/aaai/JinSS20
1750,2020,Hanqi Jin,,,Xiaojun Wan 0001,,,AAAI,SemSUM - Semantic Dependency Guided Neural Abstractive Summarization.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6312,https://dblp.org/rec/conf/aaai/JinW020
1751,2020,Bowei Jin,,,Zhuo Xu,,,AAAI,EAC-Net - Efficient and Accurate Convolutional Network for Video Recognition.,2,https://aaai.org/ojs/index.php/AAAI/article/view/6772,https://dblp.org/rec/conf/aaai/JinX20
1752,2020,Sheng Jin 0002,,,Xian-Sheng Hua 0001,,,AAAI,SSAH - Semi-Supervised Adversarial Deep Hashing with Self-Paced Hard Sample Generation.,7,https://aaai.org/ojs/index.php/AAAI/article/view/6773,https://dblp.org/rec/conf/aaai/JinZLCSY020
1753,2020,Amit Jindal,,,Rajiv Ratn Shah,,,AAAI,Leveraging BERT with Mixup for Sentence Classification (Student Abstract).,4,https://aaai.org/ojs/index.php/AAAI/article/view/7186,https://dblp.org/rec/conf/aaai/JindalGSS20
1754,2020,Yongcheng Jing,,,Shilei Wen,,,AAAI,Dynamic Instance Normalization for Arbitrary Style Transfer.,7,https://aaai.org/ojs/index.php/AAAI/article/view/5862,https://dblp.org/rec/conf/aaai/JingLDWDSW20
1755,2020,Mingxuan Jing,,,Huaping Liu 0001,,,AAAI,Reinforcement Learning from Imperfect Demonstrations under Soft Expert Guidance.,7,https://aaai.org/ojs/index.php/AAAI/article/view/5953,https://dblp.org/rec/conf/aaai/JingMHSY0020
1756,2020,Ya Jing,,,Tieniu Tan,,,AAAI,Pose-Guided Multi-Granularity Attention Network for Text-Based Person Search.,6,https://aaai.org/ojs/index.php/AAAI/article/view/6777,https://dblp.org/rec/conf/aaai/JingSW00T20
1757,2020,Chenchen Jing,,,Qi Wu 0001,,,AAAI,Overcoming Language Priors in VQA via Decomposed Linguistic Representations.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6776,https://dblp.org/rec/conf/aaai/JingWZJW20
1758,2020,Dae Ung Jo,,,Jin Young Choi,,,AAAI,Associative Variational Auto-Encoder with Distributed Latent Spaces and Associators.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6778,https://dblp.org/rec/conf/aaai/JoLCYC20
1759,2020,Ho-Taek Joo,,,Kyung-Joong Kim,,,AAAI,Determining the Possibility of Transfer Learning in Deep Reinforcement Learning Using Grad-CAM (Student Abstract).,2,https://aaai.org/ojs/index.php/AAAI/article/view/7188,https://dblp.org/rec/conf/aaai/JooK20
1760,2020,Ameya Joshi,,,Chinmay Hegde,,,AAAI,InvNet - Encoding Geometric and Statistical Invariances in Deep Generative Models.,7,https://aaai.org/ojs/index.php/AAAI/article/view/5863,https://dblp.org/rec/conf/aaai/JoshiCSPSGH20
1761,2020,Brendan Juba,,,Hengxuan Li,,,AAAI,More Accurate Learning of k-DNF Reference Classes.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5864,https://dblp.org/rec/conf/aaai/JubaL20
1762,2020,Yonghan Jung,,,Elias Bareinboim,,,AAAI,Estimating Causal Effects Using Weighting-Based Estimators.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6579,https://dblp.org/rec/conf/aaai/Jung0B20
1763,2020,Yunjae Jung,,,In So Kweon,,,AAAI,Hide-and-Tell - Learning to Bridge Photo Streams for Visual Storytelling.,6,https://aaai.org/ojs/index.php/AAAI/article/view/6780,https://dblp.org/rec/conf/aaai/JungKWKKK20
1764,2020,Jean Christoph Jung,,,Frank Wolter,,,AAAI,Least General Generalizations in Description Logic - Verification and Existence.,3,https://aaai.org/ojs/index.php/AAAI/article/view/5675,https://dblp.org/rec/conf/aaai/JungLW20
1765,2020,Ilchae Jung,,,Bohyung Han,,,AAAI,Real-Time Object Tracking via Meta-Learning - Efficient Model Adaptation and One-Shot Channel Pruning.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6779,https://dblp.org/rec/conf/aaai/JungYNCH20
1766,2020,Damir Juric,,,Mohammad Khodadadi,,,AAAI,A System for Medical Information Extraction and Verification from Unstructured Text.,5,https://aaai.org/ojs/index.php/AAAI/article/view/7042,https://dblp.org/rec/conf/aaai/JuricSMMK20
1767,2020,Anish Kachinthaya,,,Tobias Höllerer,,,AAAI,Exploring the Benefits of Depth Information in Object Pixel Masking (Student Abstract).,3,https://aaai.org/ojs/index.php/AAAI/article/view/7189,https://dblp.org/rec/conf/aaai/KachinthayaDH20
1768,2020,Tomoyuki Kajiwara,,,Yuki Arase,,,AAAI,Monolingual Transfer Learning via Bilingual Translators for Style-Sensitive Paraphrase Generation.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6314,https://dblp.org/rec/conf/aaai/KajiwaraMA20
1769,2020,John Kalantari,,,Nicholas Chia,,,AAAI,The Unreasonable Effectiveness of Inverse Reinforcement Learning in Advancing Cancer Research.,3,https://aaai.org/ojs/index.php/AAAI/article/view/5380,https://dblp.org/rec/conf/aaai/KalantariNC20
1770,2020,Meir Kalech,,,Roni Stern,,,AAAI,AI for Software Quality Assurance Blue Sky Ideas Talk.,2,https://aaai.org/ojs/index.php/AAAI/article/view/7076,https://dblp.org/rec/conf/aaai/KalechS20
1771,2020,Hidetaka Kamigaito,,,Manabu Okumura,,,AAAI,Syntactically Look-Ahead Attention Network for Sentence Compression.,2,https://aaai.org/ojs/index.php/AAAI/article/view/6315,https://dblp.org/rec/conf/aaai/KamigaitoO20
1772,2020,Mark Kaminski,,,Ian Horrocks,,,AAAI,Complexity and Expressive Power of Disjunction and Negation in Limit Datalog.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5676,https://dblp.org/rec/conf/aaai/KaminskiGKH20
1773,2020,Sekitoshi Kanai,,,Shuichi Adachi,,,AAAI,Absum - Simple Regularization Method for Reducing Structural Sensitivity of Convolutional Neural Networks.,5,https://aaai.org/ojs/index.php/AAAI/article/view/5865,https://dblp.org/rec/conf/aaai/KanaiIFYA20
1774,2020,Minsoo Kang,,,Bohyung Han,,,AAAI,Towards Oracle Knowledge Distillation with Neural Architecture Search.,3,https://aaai.org/ojs/index.php/AAAI/article/view/5866,https://dblp.org/rec/conf/aaai/KangMH20
1775,2020,Zhao Kang,,,Zenglin Xu,,,AAAI,Large-Scale Multi-View Subspace Clustering in Linear Time.,6,https://aaai.org/ojs/index.php/AAAI/article/view/5867,https://dblp.org/rec/conf/aaai/KangZZSHX20
1776,2020,Katharina Kann,,,Kyunghyun Cho,,,AAAI,Learning to Learn Morphological Inflection for Resource-Poor Languages.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6316,https://dblp.org/rec/conf/aaai/KannBC20
1777,2020,Katharina Kann,,,Anders Søgaard,,,AAAI,Weakly Supervised POS Taggers Perform Poorly on Truly Low-Resource Languages.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6317,https://dblp.org/rec/conf/aaai/KannLS20
1778,2020,Yueying Kao,,,Sunghoon Hong,,,AAAI,Synthetic Depth Transfer for Monocular 3D Object Pose Estimation in the Wild.,6,https://aaai.org/ojs/index.php/AAAI/article/view/6781,https://dblp.org/rec/conf/aaai/KaoLWLKH20
1779,2020,Pavan Kapanipathi,,,Achille Fokoue,,,AAAI,Infusing Knowledge into the Textual Entailment Task Using Graph Convolutional Networks.,13,https://aaai.org/ojs/index.php/AAAI/article/view/6318,https://dblp.org/rec/conf/aaai/KapanipathiTPWA20
1780,2020,Masoumeh Heidari Kapourchali,,,Bonny Banerjee,,,AAAI,EPOC - Efficient Perception via Optimal Communication.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5830,https://dblp.org/rec/conf/aaai/KapourchaliB20
1781,2020,Nikos Kargas,,,Nicholas D. Sidiropoulos,,,AAAI,Nonlinear System Identification via Tensor Completion.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5868,https://dblp.org/rec/conf/aaai/KargasS20
1782,2020,Negin Karimi,,,Mikko Koivisto,,,AAAI,Error-Correcting and Verifiable Parallel Inference in Graphical Models.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6580,https://dblp.org/rec/conf/aaai/KarimiKK20
1783,2020,Aidana Karipbayeva,,,Zhenisbek Assylbekov,,,AAAI,A Critique of the Smooth Inverse Frequency Sentence Embeddings (Student Abstract).,3,https://aaai.org/ojs/index.php/AAAI/article/view/7190,https://dblp.org/rec/conf/aaai/KaripbayevaSA20
1784,2020,Jan Karwowski,,,Jacek Mandziuk,,,AAAI,Double-Oracle Sampling Method for Stackelberg Equilibrium Approximation in General-Sum Extensive-Form Games.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5578,https://dblp.org/rec/conf/aaai/KarwowskiM20
1785,2020,Michael Katz 0001,,,Octavian Udrea,,,AAAI,Top-Quality Planning - Finding Practically Useful Sets of Best Plans.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6544,https://dblp.org/rec/conf/aaai/KatzSU20
1786,2020,Avneet Kaur,,,Sameep Mehta,,,AAAI,Multidimensional Analysis of Trust in News Articles (Student Abstract).,8,https://aaai.org/ojs/index.php/AAAI/article/view/7191,https://dblp.org/rec/conf/aaai/KaurLCASMKM20
1787,2020,Takehiro Kawasaki,,,Makoto Yokoo,,,AAAI,Strategy-Proof and Non-Wasteful Multi-Unit Auction via Social Network.,5,https://aaai.org/ojs/index.php/AAAI/article/view/5579,https://dblp.org/rec/conf/aaai/KawasakiBTTY20
1788,2020,Yasushi Kawase,,,Hanna Sumita,,,AAAI,On the Max-Min Fair Stochastic Allocation of Indivisible Goods.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5580,https://dblp.org/rec/conf/aaai/KawaseS20
1789,2020,Ziqi Ke,,,Haris Vikalo,,,AAAI,A Graph Auto-Encoder for Haplotype Assembly and Viral Quasispecies Reconstruction.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5414,https://dblp.org/rec/conf/aaai/KeV20
1790,2020,Zhiwei Ke,,,Linlin Shen,,,AAAI,Group-Wise Dynamic Dropout Based on Latent Semantic Variations.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6782,https://dblp.org/rec/conf/aaai/KeWXWS20
1791,2020,Hiroshi Kera,,,Yoshihiko Hasegawa,,,AAAI,Gradient Boosts the Approximate Vanishing Ideal.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5869,https://dblp.org/rec/conf/aaai/KeraH20
1792,2020,Ramtin Keramati,,,Emma Brunskill,,,AAAI,Being Optimistic to Be Conservative - Quickly Learning a CVaR Policy.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5870,https://dblp.org/rec/conf/aaai/KeramatiDTB20
1793,2020,Sarah Keren,,,Barbara Grosz,,,AAAI,Information Shaping for Enhanced Goal Recognition of Partially-Informed Agents.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6545,https://dblp.org/rec/conf/aaai/KerenXKPG20
1794,2020,Aria Khademi,,,Vasant G. Honavar,,,AAAI,Algorithmic Bias in Recidivism Prediction - A Causal Perspective (Student Abstract).,2,https://aaai.org/ojs/index.php/AAAI/article/view/7192,https://dblp.org/rec/conf/aaai/KhademiH20
1795,2020,Mahmoud Khademi,,,Oliver Schulte,,,AAAI,Deep Generative Probabilistic Graph Neural Networks for Scene Graph Generation.,2,https://aaai.org/ojs/index.php/AAAI/article/view/6783,https://dblp.org/rec/conf/aaai/KhademiS20
1796,2020,Sami Khairy,,,Prasanna Balaprakash,,,AAAI,Learning to Optimize Variational Quantum Circuits to Solve Combinatorial Problems.,5,https://aaai.org/ojs/index.php/AAAI/article/view/5616,https://dblp.org/rec/conf/aaai/KhairySCAB20
1797,2020,Khalid Al Khatib,,,Benno Stein 0001,,,AAAI,End-to-End Argumentation Knowledge Graph Construction.,6,https://aaai.org/ojs/index.php/AAAI/article/view/6231,https://dblp.org/rec/conf/aaai/KhatibHWJB020
1798,2020,Zine El Abidine Kherroubi,,,Rebiha Bacha,,,AAAI,New Off-Board Solution for Predicting Vehicles' Intentions in the Highway On-Ramp Using Probabilistic Classifiers (Student Abstract).,3,https://aaai.org/ojs/index.php/AAAI/article/view/7193,https://dblp.org/rec/conf/aaai/KherroubiAB20
1799,2020,Khimya Khetarpal,,,Doina Precup,,,AAAI,Options of Interest - Temporal Abstraction with Interest Functions.,5,https://aaai.org/ojs/index.php/AAAI/article/view/5871,https://dblp.org/rec/conf/aaai/KhetarpalKCBP20
1800,2020,Kia Khezeli,,,Eilyan Bitar,,,AAAI,Safe Linear Stochastic Bandits.,2,https://aaai.org/ojs/index.php/AAAI/article/view/6581,https://dblp.org/rec/conf/aaai/KhezeliB20
1801,2020,Ling Min Serena Khoo,,,Jing Jiang 0001,,,AAAI,Interpretable Rumor Detection in Microblogs by Attending to User Interactions.,4,https://aaai.org/ojs/index.php/AAAI/article/view/6405,https://dblp.org/rec/conf/aaai/KhooCQ020
1802,2020,Tushar Khot,,,Ashish Sabharwal,,,AAAI,QASC - A Dataset for Question Answering via Sentence Composition.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6319,https://dblp.org/rec/conf/aaai/KhotCGJS20
1803,2020,Hyeondey Kim,,,Pascale Fung,,,AAAI,Learning to Classify the Wrong Answers for Multiple Choice Question Answering (Student Abstract).,2,https://aaai.org/ojs/index.php/AAAI/article/view/7194,https://dblp.org/rec/conf/aaai/KimF20
1804,2020,Jae-Myung Kim,,,Jungwoo Lee 0001,,,AAAI,REST - Performance Improvement of a Black Box Model via RL-Based Spatial Transformation.,4,https://aaai.org/ojs/index.php/AAAI/article/view/6786,https://dblp.org/rec/conf/aaai/KimKPL20
1805,2020,Daesik Kim,,,Nojun Kwak,,,AAAI,Tell Me What They're Holding - Weakly-Supervised Object Detection with Transferable Knowledge from Human-Object Interaction.,4,https://aaai.org/ojs/index.php/AAAI/article/view/6784,https://dblp.org/rec/conf/aaai/KimLJK20
1806,2020,Beomjoon Kim,,,Tomás Lozano-Pérez,,,AAAI,Monte Carlo Tree Search in Continuous Spaces Using Voronoi Optimistic Optimization with Regret Bounds.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6546,https://dblp.org/rec/conf/aaai/KimLLKL20
1807,2020,Soo Ye Kim,,,Munchurl Kim,,,AAAI,FISR - Deep Joint Frame Interpolation and Super-Resolution with a Multi-Scale Temporal Loss.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6788,https://dblp.org/rec/conf/aaai/KimOK20
1808,2020,Soo Ye Kim,,,Munchurl Kim,,,AAAI,JSI-GAN - GAN-Based Joint Super-Resolution and Inverse Tone-Mapping with Pixel-Wise Task-Specific Filters for UHD HDR Video.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6789,https://dblp.org/rec/conf/aaai/KimOK20a
1809,2020,Jaedeok Kim,,,Yoonsuck Choe,,,AAAI,"Plug-in, Trainable Gate for Streamlining Arbitrary Neural Networks.",4,https://aaai.org/ojs/index.php/AAAI/article/view/5872,https://dblp.org/rec/conf/aaai/KimPJC20
1810,2020,Sei Joon Kim,,,Sungroh Yoon,,,AAAI,Spiking-YOLO - Spiking Neural Network for Energy-Efficient Object Detection.,4,https://aaai.org/ojs/index.php/AAAI/article/view/6787,https://dblp.org/rec/conf/aaai/KimPNY20
1811,2020,Donghyun Kim,,,Bryan A. Plummer,,,AAAI,MULE - Multimodal Universal Language Embedding.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6785,https://dblp.org/rec/conf/aaai/KimSSSP20
1812,2020,Hyounghun Kim,,,Mohit Bansal,,,AAAI,Modality-Balanced Models for Visual Dialogue.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6320,https://dblp.org/rec/conf/aaai/KimTB20
1813,2020,Caleb Kisby,,,Lawrence S. Moss,,,AAAI,Logics for Sizes with Union or Intersection.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5677,https://dblp.org/rec/conf/aaai/KisbyBKM20
1814,2020,Jon M. Kleinberg,,,Manish Raghavan,,,AAAI,Designing Evaluation Rules That Are Robust to Strategic Behavior.,2,https://aaai.org/ojs/index.php/AAAI/article/view/7118,https://dblp.org/rec/conf/aaai/KleinbergR20
1815,2020,Naoki Kobayashi,,,Masaaki Nagata,,,AAAI,Top-Down RST Parsing Utilizing Granularity Levels in Documents.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6321,https://dblp.org/rec/conf/aaai/KobayashiHKON20
1816,2020,Sven Koenig,,,Liron Cohen 0002,,,AAAI,Teaching Undergraduate Artificial Intelligence Classes - An Experiment with an Attendance Requirement.,3,https://aaai.org/ojs/index.php/AAAI/article/view/7060,https://dblp.org/rec/conf/aaai/KoenigU020
1817,2020,Harsha Kokel,,,Sriraam Natarajan,,,AAAI,A Unified Framework for Knowledge Intensive Gradient Boosting - Leveraging Human Experts for Noisy Sparse Domains.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5873,https://dblp.org/rec/conf/aaai/KokelOYN20
1818,2020,Shumin Kong,,,Chang Xu 0002,,,AAAI,Learning Student Networks with Few Data.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5874,https://dblp.org/rec/conf/aaai/KongGY020
1819,2020,Yuqing Kong,,,Fang-Yi Yu,,,AAAI,Information Elicitation Mechanisms for Statistical Estimation.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5583,https://dblp.org/rec/conf/aaai/KongSTY20
1820,2020,Radha Manisha Kopparti,,,Radha Manisha Kopparti,,,AAAI,Abstract Rule Based Pattern Learning with Neural Networks.,1,https://aaai.org/ojs/index.php/AAAI/article/view/7131,https://dblp.org/rec/conf/aaai/Kopparti20
1821,2020,Tuukka Korhonen,,,Matti Järvisalo,,,AAAI,Finding Most Compatible Phylogenetic Trees over Multi-State Characters.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5514,https://dblp.org/rec/conf/aaai/KorhonenJ20
1822,2020,Satoshi Kosugi,,,Toshihiko Yamasaki,,,AAAI,Unpaired Image Enhancement Featuring Reinforcement-Learning-Controlled Image Editing Software.,2,https://aaai.org/ojs/index.php/AAAI/article/view/6790,https://dblp.org/rec/conf/aaai/KosugiY20
1823,2020,Yasmine Kotturi,,,Chinmay Kulkarni 0001,,,AAAI,HirePeer - Impartial Peer-Assessed Hiring at Scale in Expert Crowdsourcing Markets.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5641,https://dblp.org/rec/conf/aaai/KotturiKPK20
1824,2020,Ngai Meng Kou,,,Sven Koenig,,,AAAI,Idle Time Optimization for Target Assignment and Path Finding in Sortation Centers.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6547,https://dblp.org/rec/conf/aaai/KouP0KK20
1825,2020,Sarit Kraus,,,Mark Vollrath,,,AAAI,AI for Explaining Decisions in Multi-Agent Environments.,10,https://aaai.org/ojs/index.php/AAAI/article/view/7077,https://dblp.org/rec/conf/aaai/KrausAFGHKLMSV20
1826,2020,Ranganath Krishnan,,,Omesh Tickoo,,,AAAI,Specifying Weight Priors in Bayesian Deep Neural Networks with Empirical Bayes.,3,https://aaai.org/ojs/index.php/AAAI/article/view/5875,https://dblp.org/rec/conf/aaai/KrishnanST20
1827,2020,Nikhil Krishnaswamy,,,James Pustejovsky,,,AAAI,Diana's World - A Situated Multimodal Interactive Agent.,10,https://aaai.org/ojs/index.php/AAAI/article/view/7096,https://dblp.org/rec/conf/aaai/KrishnaswamyNBR20
1828,2020,Kun Kuang,,,Bo Li 0064,,,AAAI,Stable Prediction with Model Misspecification and Agnostic Distribution Shift.,5,https://aaai.org/ojs/index.php/AAAI/article/view/5876,https://dblp.org/rec/conf/aaai/KuangX0A020
1829,2020,Pawan Kumar,,,Piyush Rai,,,AAAI,Deep Attentive Ranking Networks for Learning to Order Sentences.,4,https://aaai.org/ojs/index.php/AAAI/article/view/6323,https://dblp.org/rec/conf/aaai/KumarBKR20
1830,2020,Nishanth Kumar,,,George Konidaris 0001,,,AAAI,Task Scoping for Efficient Planning in Open Worlds (Student Abstract).,6,https://aaai.org/ojs/index.php/AAAI/article/view/7195,https://dblp.org/rec/conf/aaai/KumarFDTLK20
1831,2020,Adarsh Kumar 0001,,,Dilek Hakkani-Tür,,,AAAI,MA-DST - Multi-Attention-Based Scalable Dialog State Tracking.,5,https://aaai.org/ojs/index.php/AAAI/article/view/6322,https://dblp.org/rec/conf/aaai/KumarKGMH20
1832,2020,Mohit Kumar 0003,,,Luc De Raedt,,,AAAI,Learning MAX-SAT from Contextual Examples for Combinatorial Optimisation.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5877,https://dblp.org/rec/conf/aaai/KumarKTR20
1833,2020,Chetan Kumar,,,Ming Shao,,,AAAI,Adversary for Social Good - Protecting Familial Privacy through Joint Adversarial Attacks.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6791,https://dblp.org/rec/conf/aaai/KumarRS20
1834,2020,Yaman Kumar,,,Roger Zimmermann,,,AAAI,Harnessing GANs for Zero-Shot Learning of New Classes in Visual Speech Recognition.,8,https://aaai.org/ojs/index.php/AAAI/article/view/5649,https://dblp.org/rec/conf/aaai/KumarSMMSYSZ20
1835,2020,Jogendra Nath Kundu,,,Anirban Chakraborty,,,AAAI,Kinematic-Structure-Preserved Representation for Unsupervised 3D Human Pose Estimation.,6,https://aaai.org/ojs/index.php/AAAI/article/view/6792,https://dblp.org/rec/conf/aaai/KunduSVRRC20
1836,2020,Karol Kurach,,,Sylvain Gelly,,,AAAI,Google Research Football - A Novel Reinforcement Learning Environment.,11,https://aaai.org/ojs/index.php/AAAI/article/view/5878,https://dblp.org/rec/conf/aaai/KurachRSZBERVMB20
1837,2020,Tomasz Kusmierczyk,,,Arto Klami,,,AAAI,Correcting Predictions for Approximate Bayesian Inference.,3,https://aaai.org/ojs/index.php/AAAI/article/view/5879,https://dblp.org/rec/conf/aaai/KusmierczykSK20
1838,2020,Anastasios Kyrillidis,,,Zhiwei Zhang,,,AAAI,FourierSAT - A Fourier Expansion-Based Algebraic Framework for Solving Hybrid Boolean Constraints.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5515,https://dblp.org/rec/conf/aaai/KyrillidisSVZ20
1839,2020,Caterina Lacerra,,,Roberto Navigli,,,AAAI,CSI - A Coarse Sense Inventory for 85% Word Sense Disambiguation.,4,https://aaai.org/ojs/index.php/AAAI/article/view/6324,https://dblp.org/rec/conf/aaai/LacerraBPN20
1840,2020,Martin Lackner,,,Martin Lackner,,,AAAI,Perpetual Voting - Fairness in Long-Term Decision Making.,1,https://aaai.org/ojs/index.php/AAAI/article/view/5584,https://dblp.org/rec/conf/aaai/Lackner20
1841,2020,Abhishek Laddha,,,Ankur Narang,,,AAAI,Understanding Chat Messages for Sticker Recommendation in Messaging Apps.,5,https://aaai.org/ojs/index.php/AAAI/article/view/7019,https://dblp.org/rec/conf/aaai/LaddhaHMPN20
1842,2020,Songxuan Lai,,,Huiyun Mao,,,AAAI,SynSig2Vec - Learning Representations from Synthetic Dynamic Signatures for Real-World Verification.,5,https://aaai.org/ojs/index.php/AAAI/article/view/5416,https://dblp.org/rec/conf/aaai/LaiJLZM20
1843,2020,Imane Lamrani,,,Sandeep K. S. Gupta,,,AAAI,Toward Operational Safety Verification of AI-Enabled CPS (Student Abstract).,3,https://aaai.org/ojs/index.php/AAAI/article/view/7196,https://dblp.org/rec/conf/aaai/LamraniBG20a
1844,2020,Pat Langley,,,Pat Langley,,,AAAI,Open-World Learning for Radically Autonomous Agents.,1,https://aaai.org/ojs/index.php/AAAI/article/view/7078,https://dblp.org/rec/conf/aaai/Langley20
1845,2020,Javier Larrosa,,,Emma Rollon,,,AAAI,Augmenting the Power of (Partial) MaxSat Resolution with Extension.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5516,https://dblp.org/rec/conf/aaai/LarrosaR20
1846,2020,Sören Laue,,,Joachim Giesen,,,AAAI,GENO - Optimization for Classical Machine Learning Made Fast and Easy.,3,https://aaai.org/ojs/index.php/AAAI/article/view/7097,https://dblp.org/rec/conf/aaai/LaueMG20
1847,2020,Sören Laue,,,Joachim Giesen,,,AAAI,A Simple and Efficient Tensor Calculus.,3,https://aaai.org/ojs/index.php/AAAI/article/view/5881,https://dblp.org/rec/conf/aaai/LaueMG20a
1848,2020,Anne Lauscher,,,Ivan Vulic,,,AAAI,A General Framework for Implicit and Explicit Debiasing of Distributional Word Vector Spaces.,4,https://aaai.org/ojs/index.php/AAAI/article/view/6325,https://dblp.org/rec/conf/aaai/LauscherGPV20
1849,2020,Inbal Lavi,,,Yacov Hel-Or,,,AAAI,Proximity Preserving Binary Code Using Signed Graph-Cut.,4,https://aaai.org/ojs/index.php/AAAI/article/view/5882,https://dblp.org/rec/conf/aaai/LaviASH20
1850,2020,Mark Law,,,Jorge Lobo 0001,,,AAAI,FastLAS - Scalable Inductive Logic Programming Incorporating Domain-Specific Optimisation Criteria.,5,https://aaai.org/ojs/index.php/AAAI/article/view/5678,https://dblp.org/rec/conf/aaai/LawRBB020
1851,2020,Dung D. Le,,,Hady W. Lauw,,,AAAI,Stochastically Robust Personalized Ranking for LSH Recommendation Retrieval.,2,https://aaai.org/ojs/index.php/AAAI/article/view/5889,https://dblp.org/rec/conf/aaai/LeL20
1852,2020,Hiep V. Le,,,Masato Iguchi,,,AAAI,Can Eruptions Be Predicted? Short-Term Prediction of Volcanic Eruptions via Attention-Based Long Short-Term Memory.,3,https://aaai.org/ojs/index.php/AAAI/article/view/7043,https://dblp.org/rec/conf/aaai/LeMI20
1853,2020,Duong Le,,,Thien Nguyen,,,AAAI,Multi-Task Learning for Metaphor Detection with Graph Convolutional Neural Networks and Word Sense Disambiguation.,3,https://aaai.org/ojs/index.php/AAAI/article/view/6326,https://dblp.org/rec/conf/aaai/LeTN20
1854,2020,Won Kyung Lee,,,Won Kyung Lee,,,AAAI,Partial Correlation-Based Attention for Multivariate Time Series Forecasting.,1,https://aaai.org/ojs/index.php/AAAI/article/view/7132,https://dblp.org/rec/conf/aaai/Lee20
1855,2020,Junkyu Lee 0001,,,Junkyu Lee 0001,,,AAAI,Submodel Decomposition for Solving Limited Memory Influence Diagrams (Student Abstract).,1,https://aaai.org/ojs/index.php/AAAI/article/view/7198,https://dblp.org/rec/conf/aaai/Lee20a
