,first-author,first-author-affiliation,last-author,last-author-affiliation,title
646,Zhilin Yang,Recurrent AI,Quoc V Le,Google,Mixtape: Breaking the Softmax Bottleneck Efficiently
647,Zhiqing Sun,Carnegie Mellon University,Zhihong Deng,Peking University,Fast Structured Decoding for Sequence Models
648,Gautier Izacard,Ecole Normale Supérieure,Carlos Fernandez-Granda,NYU,Data-driven Estimation of Sinusoid Frequencies
649,Meera Pai,Indian Institute of Technology Bombay,Animesh Kumar,Indian Institute of Technology Bombay,Distribution Learning of a Random Spatial Field with a Location-Unaware Mobile Sensor
650,Sidharth Gupta,University of Illinois at Urbana-Champaign,Ivan Dokmanić,University of Basel,Don't take it lightly: Phasing optical random projections with unknown operators
651,Aming Wu,Tianjin University,Yi Yang,UTS,Connective Cognition Network for Directional Visual Commonsense Reasoning
652,Weijiang Yu,Sun Yat-sen University,Nong Xiao,Sun Yat-sen University,Heterogeneous Graph Learning for Visual Commonsense Reasoning
653,Wonjae Kim,Kakao Corporation,Yoonho Lee,Kakao Corporation,Learning Dynamics of Attention: Human Prior for Interpretable Machine Reasoning
654,Remi Cadene,Sorbonne University - LIP6,Devi Parikh,Georgia Tech / Facebook AI Research (FAIR),RUBi: Reducing Unimodal Biases for Visual Question Answering
655,Fuhai Chen,Xiamen University,Yan Wang,Microsoft,Variational Structured Semantic Inference for Diverse Image Captioning
656,Jiasen Lu,Georgia Tech,Stefan Lee,Oregon State University,ViLBERT: Pretraining Task-Agnostic Visiolinguistic Representations for Vision-and-Language Tasks
657,Chi Han,Tsinghua University,Jiajun Wu,Google,Visual Concept-Metaconcept Learning
658,Ruibo Tu,KTH Royal Institute of Technology,Cheng Zhang,"Microsoft Research, Cambridge, UK",Neuropathic Pain Diagnosis Simulator for Causal Discovery Algorithm Evaluation
659,Alex Lu,University of Toronto,Alan Moses,University of Toronto,The Cells Out of Sample (COOS) dataset and benchmarks for measuring out-of-sample generalization of image classifiers
660,Anton Bakhtin,Facebook AI Research,Ross Girshick,FAIR,PHYRE: A New Benchmark for Physical Reasoning
661,Paul Michel,"Carnegie Mellon University, Language Technologies Institute",Graham Neubig,Carnegie Mellon University,Are Sixteen Heads Really Better than One?
662,Yi Tay,"NTU, Singapore",Siu Cheung Hui,Nanyang Technological University,Compositional De-Attention Networks
663,Simao Herdade,Yahoo Research,Joao Soares,Yahoo Research,Image Captioning: Transforming Objects into Words
664,Karlis Freivalds,"Institute of Mathematics and Computer Science, University of Latvia",Agris Šostaks,Institute of Mathematics and Computer Science,Neural Shuffle-Exchange Networks - Sequence Processing in O(n log n) Time
665,Vighnesh Shiv,Microsoft Research,Chris Quirk,Microsoft Research,Novel positional encodings to enable tree-based transformers
666,Da Xu,Walmart Labs,Kannan Achan,Walmart Labs,Self-attention with Functional Time Representation Learning
667,Boris Knyazev,University of Guelph / Mila,Mohamed Amer,RobustAI,Understanding Attention and Generalization in Graph Neural Networks
668,Aditya Grover,Stanford University,Stefano Ermon,Stanford,Bias Correction of Learned Generative Models using Likelihood-Free Importance Weighting
669,Natasa Tagasovska,University of Lausanne,Thibault Vatter,Columbia University,Copulas as High-Dimensional Generative Models: Vine Copula Autoencoders
670,Gabriel Loaiza-Ganem,Layer 6 AI,John Cunningham,University of Columbia,Deep Random Splines for Point Process Intensity Estimation of Neural Population Data
671,Ali Razavi,DeepMind,Oriol Vinyals,Google DeepMind,Generating Diverse High-Fidelity Images with VQ-VAE-2
672,Justin Cosentino,Tsinghua University,Jun Zhu,Tsinghua University,Generative Well-intentioned Networks
673,Jenny Liu,"Vector Institute, University of Toronto",Kevin Swersky,Google,Graph Normalizing Flows
674,Wenbo Gong,University of Cambridge,Cheng Zhang,"Microsoft Research, Cambridge, UK",Icebreaker: Element-wise Efficient Information Acquisition with a Bayesian Deep Latent Gaussian Model
675,Sam Wiseman,TTIC,Yoon Kim,Harvard University,Amortized Bethe Free Energy Minimization for Learning MRFs
676,Yang Song,Stanford University,Stefano Ermon,Stanford,MintNet: Building Invertible Neural Networks with Masked Convolutions
677,Yukai Liu,Caltech,Yisong Yue,Caltech,NAOMI: Non-Autoregressive Multiresolution Sequence Imputation
678,Cagatay Yildiz,Aalto University,Harri Lahdesmaki,Aalto University,ODE2VAE: Deep generative second order ODEs with Bayesian neural networks
679,Xuhui Fan,University of New South Wales,Ling Chen,""" University of Technology, Sydney, Australia""",Scalable Deep Generative Relational Model with High-Order Node Dependence
680,Yuge Shi,University of Oxford,Philip  Torr,University of Oxford,Variational Mixture-of-Experts Autoencoders for Multi-Modal Deep Generative Models
681,Taesup Kim,"Mila, Université de Montréal / Kakao Brain",Yoshua Bengio,Mila - University of Montreal,Variational Temporal Abstraction
682,Andrei Kulunchakov,Inria,Julien Mairal,Inria,A Generic Acceleration Framework for Stochastic Composite Optimization
683,Guanghui Lan,Georgia Tech,Yi Zhou,IBM Almaden Research Center,A unified variance-reduced accelerated gradient method for convex optimization
684,Ashia Wilson,UC Berkeley,Andre Wibisono,Georgia Tech,Accelerating Rescaled Gradient Descent: Fast Optimization of Smooth Functions
685,Aymeric Dieuleveut,"Ecole Polytechnique, IPParis",Kumar Kshitij Patel,Toyota Technological Institute at Chicago,Communication trade-offs for Local-SGD with large step size
686,Miguel Vaquero,"University of California, San Diego",Jorge Cortes,UCSD,Convergence-Rate-Matching Discretization of Accelerated Optimization Flows Through Opportunistic State-Triggered Control
687,Rakshith Sharma Srinivasa,Georgia Institute of Technology,Justin Romberg,Georgia Institute of Technology,Decentralized sketching of low rank matrices
688,Zheng Li,Tsinghua University,Christopher De Sa,Cornell,Dimension-Free Bounds for Low-Precision Training
689,Beidi Chen,Rice University,ANSHUMALI Shrivastava,Rice University,Fast and Accurate Stochastic Gradient Estimation
690,Deeksha Adil,University of Toronto,Sushant Sachdeva,University of Toronto,"Fast, Provably convergent IRLS Algorithm for p-norm Linear Regression"
691,Brendan O'Donoghue,DeepMind,Chris J. Maddison,"Institute for Advanced Study, Princeton",Hamiltonian descent for composite objectives
692,Jonathan Lacotte,Stanford University,Marco Pavone,Stanford University,High-Dimensional Optimization in Adaptive Random Subspaces
693,Qi Lei,University of Texas at Austin,Alex Dimakis,"University of Texas, Austin",Primal-Dual Block Generalized Frank-Wolfe
694,Adithya M Devraj,University of Florida,Jianshu Chen,Tencent AI Lab,Stochastic Variance Reduced Primal Dual Algorithms for Empirical Composition Optimization
695,Felipe Tobar,Universidad de Chile,Felipe Tobar,Universidad de Chile,Band-Limited Gaussian Processes: The Sinc Kernel
696,Alex Wang,Cornell University,Andrew Gordon Wilson,New York University,Exact Gaussian Processes on a Million Data Points
697,Greg Benton,New York University,Andrew Gordon Wilson,New York University,Function-Space Distributions over Kernels
698,Oliver Hamelijnck,The Alan Turing Institute,Mark Girolami,Imperial College London,Multi-resolution Multi-task Gaussian Processes
699,Fariba Yousefi,University of Sheffield,Mauricio Álvarez,University of Sheffield,Multi-task Learning for Aggregated Data using Gaussian Processes
700,Virginia Aglietti,University of Warwick,Sally  Cripps,University of Sydney,Structured Variational Inference in Continuous Cox Process Models
701,Ghassen Jerfel,Duke University,Katherine Heller,Google,Reconciling meta-learning and continual learning with online mixtures of tasks
702,Kunal Talwar,Google,Kunal Talwar,Google,Computational Separations between Sampling and Optimization
703,Niloy Biswas,Harvard University,Paul Vanetti,Oxford,Estimating Convergence of Markov chains with L-Lag Couplings
704,Bo Dai,Google Brain,Dale Schuurmans,Google Inc.,Exponential Family Estimation via Adversarial Dynamics Embedding
705,Michalis Titsias,DeepMind,Petros Dellaportas,"University College London, Athens University of Economics and Alan Turing Institute",Gradient-based Adaptive Markov Chain Monte Carlo
706,Santosh Vempala,Georgia Tech,Andre Wibisono,Georgia Tech,Rapid Convergence of the Unadjusted Langevin Algorithm: Isoperimetry Suffices
707,Michael Zhu,Stanford University,Michael Zhu,Stanford University,Sample Adaptive MCMC
708,Andrew Stirn,Columbia University,David Knowles,Columbia University, A New Distribution on the Simplex with Auto-Encoding Applications
709,Dustin Tran,Google Brain,Danijar Hafner,Google,Bayesian Layers: A Module for Neural Network Uncertainty
710,Edoardo Manino,University of Southampton,Nicholas Jennings,"Imperial College, London",Streaming Bayesian Inference for Crowdsourced Classification
711,Farnood Salehi,EPFL,Patrick Thiran,EPFL,Learning Hawkes Processes from a handful of events
712,Peng Chen,The University of Texas at Austin,Omar Ghattas,The University of Texas at Austin,Projected Stein Variational Newton: A Fast and Scalable Bayesian Inference Method in High Dimensions
713,Justin Domke,"University of Massachusetts, Amherst",Justin Domke,"University of Massachusetts, Amherst",Provable Gradient Variance Guarantees for Black-Box Variational Inference
714,Arman Hasanzadeh,Texas A&M University,Xiaoning Qian,Texas A&M,Semi-Implicit Graph Variational Auto-Encoders
715,Trevor Campbell,UBC,Boyan Beronov,University of British Columbia,Sparse Variational Inference: Bayesian Coresets from Scratch
716,Dilin Wang,UT Austin,Qiang Liu,UT Austin,Stein Variational Gradient Descent With Matrix-Valued Kernels
717,Laurence Aitchison,University of Cambridge,Laurence Aitchison,University of Cambridge,Tensor Monte Carlo: Particle Methods for the GPU era
718,Vaden Masrani,University of British Columbia,Frank Wood,University of British Columbia,The Thermodynamic Variational Objective
719,Tom Eccles,DeepMind,Thore Graepel,DeepMind,Biases for Emergent Communication in Multi-agent Reinforcement Learning
720,Fushan Li,University of Alberta,Michael Bowling,University of Alberta / DeepMind,Ease-of-Teaching and Language Structure from Emergent Communication
721,Jiechuan Jiang,Peking University,Zongqing Lu,Peking University,Learning Fairness in Multi-Agent Systems
722,Anuj Mahajan,University of Oxford,Shimon Whiteson,University of Oxford,MAVEN: Multi-Agent Variational Exploration
723,Shuyue Hu,The Chinese University of Hong Kong,Ho-fung Leung,The Chinese University of Hong Kong,Modelling the Dynamics of Multiagent Q-Learning in Repeated Symmetric Games: a Mean Field Theoretic Approach
724,Christian Schroeder de Witt,University of Oxford,Shimon Whiteson,University of Oxford,Multi-Agent Common Knowledge Reinforcement Learning
725,Nicolas Carrara,ULille,Olivier Pietquin,Google Research    Brain Team,Budgeted Reinforcement Learning in Continuous State Space
726,Bin Hu,University of Illinois at Urbana-Champaign,Usman Syed,University of Illinois Urbana Champaign,Characterizing the Exact Behaviors of Temporal Difference Learning Algorithms Using Markov Jump Linear System Theory
727,Krzysztof M Choromanski,Google Brain Robotics,Vikas Sindhwani,Google,From Complexity to Simplicity: Adaptive ES-Active Subspaces for Blackbox Optimization
728,Alex Trott,Salesforce Research,Richard Socher,Salesforce,Keeping Your Distance: Solving Sparse Reward Tasks Using Self-Balancing Shaped Rewards
729,Sujoy Paul,UC Riverside,Amit Roy-Chowdhury ,"University of California, Riverside, USA ",Learning from Trajectories via Subgoal Discovery
730,Gregory Farquhar,University of Oxford,Jakob Foerster,Facebook AI Research,Loaded DiCE: Trading off Bias and Variance in Any-Order Score Function Gradient Estimators for Reinforcement Learning
731,Tengyang Xie,University of Illinois at Urbana-Champaign,Yu-Xiang Wang,UC Santa Barbara,Towards Optimal Off-Policy Evaluation for Reinforcement Learning with Marginalized Importance Sampling
732,Lantao Yu,Stanford University,Stefano Ermon,Stanford,Meta-Inverse Reinforcement Learning with Probabilistic Context Variables
733,Boyi Liu,Northwestern University,Zhaoran Wang,Northwestern University,Neural Proximal/Trust Region Policy Optimization Attains Globally Optimal Policy
734,Qi Cai,Northwestern University,Zhaoran Wang,Northwestern University,Neural Temporal-Difference Learning Converges to Global Optima
735,Zhuoran Yang,Princeton University,Zhaoran Wang,Northwestern University,Provably Global Convergence of Actor-Critic: A Case for Linear Quadratic Regulator with Ergodic Cost
736,Wenjie Shi,Tsinghua University,Gao Huang,Tsinghua,Regularized Anderson Acceleration for Off-Policy Deep Reinforcement Learning
737,Debmalya Mandal,Columbia University,David Woodruff,Carnegie Mellon University,Efficient and Thrifty Voting by Any Means Necessary
738,Gabriele Farina,Carnegie Mellon University,Tuomas Sandholm,"CMU, Strategic Machine, Strategy Robot, Optimized Markets",Efficient Regret Minimization Algorithm for Extensive-Form Correlated Equilibrium
739,Andrea Celli,Politecnico di Milano,Nicola Gatti,Politecnico di Milano,Learning to Correlate in Multi-Player General-Sum Sequential Games
740,Mark Rowland,DeepMind,Remi Munos,DeepMind,Multiagent Evaluation under Incomplete Information
741,Manolis Vlatakis-Gkaragkounis,Columbia University,Georgios Piliouras,Singapore University of Technology and Design,"Poincaré Recurrence, Cycles and Spurious Equilibria in Gradient-Descent-Ascent for Non-Convex Non-Concave Zero-Sum Games"
742,Yuan Deng,Duke University,Balasubramanian Sivan,Google Research,Strategizing against No-regret Learners
743,Sarath Yasodharan,Indian Institute of Science,Patrick Loiseau,Inria,Nonzero-sum Adversarial Hypothesis Testing Games
744,Akshay Balsubramani,Stanford,Shay Moran,Google AI Princeton,An adaptive nearest neighbor rule for classification
745,Ilias Diakonikolas,UW Madison,Christos Tzamos,UW Madison,Distribution-Independent PAC Learning of Halfspaces with Massart Noise
746,Amit Daniely,Hebrew University and Google Research,Elad Granot,Hebrew University,Generalization Bounds for Neural Networks via Approximate Description Length
747,Roi Livni,Tel Aviv University,Yishay Mansour,Tel Aviv University / Google,Graph-based Discriminators: Sample Complexity and Expressiveness
748,Andy Cotter,Google,Harikrishna Narasimhan,Google Research,On Making Stochastic Classifiers Deterministic
749,Victor Chernozhukov,MIT,Vasilis Syrgkanis,Microsoft Research,Semi-Parametric Efficient Policy Learning with Continuous Actions
750,Chulhee Yun,MIT,Ali Jadbabaie,MIT,Small ReLU networks are powerful memorizers: a tight analysis of memorization capacity
751,Yi Hao,"University of California, San Diego",Alon Orlitsky,"University of California, San Diego",The Broad Optimality of Profile Maximum Likelihood
752,Surbhi Goel,The University of Texas at Austin,Adam Klivans,UT Austin,Time/Accuracy Tradeoffs for Learning a ReLU with respect to Gaussian Marginals
753,Chuang Wang,Harvard University,Yue Lu,Harvard University,A Solvable High-Dimensional Model of GAN
754,Yuki Yoshida,The University of Tokyo,Masato Okada,The University of Tokyo,Data-Dependence of Plateau Phenomenon in Learning with Neural Network --- Statistical Mechanical Analysis
755,Sebastian Goldt,"Institut de Physique Théorique, CNRS, Paris",Lenka Zdeborová,CEA Saclay,Dynamics of stochastic gradient descent for two-layer neural networks in the teacher-student setup
756,Thanh Huy Nguyen,Telecom ParisTech,Gaël RICHARD,Télécom ParisTech,First Exit Time Analysis of Stochastic Gradient Descent Under Heavy-Tailed Gradient Noise
757,Ryo Karakida,National Institute of Advanced Industrial Science and Technology,Shun-ichi Amari,RIKEN,The Normalization Method for Alleviating Pathological Sharpness in Wide Neural Networks
758,Cory Stephenson,Intel,SueYeon Chung,Columbia/MIT,Untangling in Invariant Speech Recognition 
759,Greg Yang,Microsoft Research,Greg Yang,Microsoft Research,Tensor Programs I: Wide Feedforward or Recurrent Neural Networks of Any Architecture are Gaussian Processes
760,Andreas Kirsch,University of Oxford,Yarin Gal,University of Oxford,BatchBALD: Efficient and Diverse Batch Acquisition for Deep Bayesian Active Learning
761,Robert Pinsler,University of Cambridge,Jose Miguel Hernández-Lobato,University of Cambridge,Bayesian Batch Active Learning as Sparse Subset Approximation
762,Shali Jiang,Washington University in St. Louis,Benjamin Moseley,Carnegie Mellon University,Cost Effective Active Search
763,Fabio Vitale,University of Lille - INRIA Lille (France),Claudio Gentile,Google Research,Flattening a Hierarchical Clustering through Active Learning
764,Weishi Shi,Rochester Institute of Technology,Qi Yu,Rochester Institute of Technology,Integrating Bayesian and Discriminative Sparse Kernel Machines for  Multi-class Active Learning
765,Blake Mason,University of Wisconsin - Madison,Robert Nowak,University of Wisconsion-Madison,Learning Nearest Neighbor Graphs from Noisy Distance Samples
766,Tomi Peltola,Aalto University,Samuel Kaski,Aalto University,Machine Teaching of Active Sequential Learners
767,Songbai Yan,"University of California, San Diego",Tara Javidi,University of California San Diego,The Label Complexity of Active Learning from Observational Data
768,Juncheng Li,Carnegie Mellon University,Florian Metze,Carnegie Mellon University,Adversarial Music: Real world Audio Adversary against Wake-word Detection System
769,Chongli Qin,DeepMind,Pushmeet Kohli,DeepMind,Adversarial Robustness through Local Linearization
770,Jean-Baptiste Alayrac,Deepmind,Pushmeet Kohli,DeepMind,Are Labels Required for Improving Adversarial Robustness?
771,Mislav Balunovic,ETH Zurich,Martin Vechev,"ETH Zurich, Switzerland",Certifying Geometric Robustness of Neural Networks
772,Muhammad Muzammal Naseer,Australian National University (ANU),Fatih Porikli,ANU,Cross-Domain Transferability of Adversarial Perturbations
773,Cassidy Laidlaw,"University of Maryland, College Park",Soheil Feizi,University of Maryland,Functional Adversarial Attacks
774,Shuyu Cheng,Tsinghua University,Jun Zhu,Tsinghua University,Improving Black-box Adversarial Attacks with a Transfer-based Prior
775,Fanny Yang,"Stanford University, ETH Zurich",Christina Heinze-Deml,ETH Zurich,Invariance-inducing regularization using worst-case transformations suffices to boost accuracy and spatial robustness
776,Pranjal Awasthi,Rutgers University/Google,Aravindan Vijayaraghavan,Northwestern University,On Robustness to Adversarial Examples and Polynomial Optimization
777,Arnak Dalalyan,ENSAE ParisTech,Philip Thompson,"University of Cambridge, Statistical Laboratory",Outlier-robust estimation of a sparse linear model using $\ell_1$-penalized Huber's $M$-estimator
778,Matt Jordan,UT Austin,Alex Dimakis,"University of Texas, Austin",Provable Certificates for Adversarial Examples: Fitting a Ball in the Union of Polytopes
779,Maksym Andriushchenko,University of Tübingen / EPFL,Matthias Hein,University of Tübingen,Provably robust boosted decision stumps and trees against adversarial attacks
780,Hadi Salman,Microsoft Research AI,Greg Yang,Microsoft Research,Provably Robust Deep Learning via Adversarially Trained Smoothed Classifiers
781,Jiefeng Chen,University of Wisconsin-Madison,Somesh Jha,"University of Wisconsin, Madison",Robust Attribution Regularization
782,Hongge Chen,MIT,Cho-Jui Hsieh,UCLA,Robustness Verification of Tree-based Models
783,Hanzhang Hu,Carnegie Mellon University,Debadeepta Dey,Microsoft Research AI,Efficient Forward Architecture Search
784,Jeff Peng,CASIA,Junjie Yan,Sensetime Group Limited,Efficient Neural Architecture Transformation Search in Channel-Level for Object Detection
785,Ho Chung Law,University of Oxford,Dino Sejdinovic,University of Oxford,Hyperparameter Learning via Distributional Transfer
786,Valerio Perrone,Amazon,Rodolphe Jenatton,Google Brain,Learning search spaces for Bayesian optimization: Another view of hyperparameter transfer learning
787,Albert Shaw,Tesla,Bo Dai,Google Brain,Meta Architecture Search
788,Majid Abdolshah,Deakin University,Svetha Venkatesh,Deakin University,Multi-objective Bayesian optimisation with preferences over objectives
789,Jian Wu,Cornell University,Peter Frazier,Cornell / Uber,Practical Two-Step Lookahead Bayesian Optimization
790,Robert Kleinberg,Cornell University,Devon Graham,University of British Columbia,"Procrastinating with Confidence: Near-Optimal, Anytime, Adaptive Algorithm Configuration"
791,Lemeng Wu,UT Austin,Qiang Liu,UT Austin,Splitting Steepest Descent for Growing Neural Architectures 
792,Renato Negrinho,Carnegie Mellon University,Daniel Ferreira,TU Wien,Towards modular and programmable architecture search
793,Lalit Jain,University of Washington,Kevin Jamieson,U Washington,A New Perspective on Pool-Based Active Classification and False-Discovery Control
794,Botao Hao,Purdue University,Guang Cheng,Purdue University,Bootstrapping Upper Confidence Bound
795,Matthieu Jedor,ENS Paris-Saclay & Cdiscount,Jonathan Louedec,Cdiscount,Categorized Bandits
796,Santiago Balseiro,Columbia University,Jon Schneider,Google Research,Contextual Bandits with Cross-Learning
797,Anmol Kagrecha,Indian Institute of Technology Bombay,Krishna Jagannathan,IIT Madras,"Distribution oblivious, risk-aware algorithms for multi-armed   bandits with unbounded rewards"
798,My Phan,University of Massachusetts Amherst,Justin Domke,"University of Massachusetts, Amherst",Thompson Sampling and Approximate Inference
799,Min-hwan Oh,Columbia University,Garud Iyengar,Columbia,Thompson Sampling for Multinomial Logit Contextual Bandits
800,Satoshi Hara,Osaka University,Takanori Maehara,RIKEN AIP,Data Cleansing for Models Trained with SGD
801,Weiwei Liu,Wuhan University,Weiwei Liu,Wuhan University,Copula Multi-label Learning
802,Harikrishna Narasimhan,Google Research,Maya Gupta,Google,Optimizing Generalized Rate Metrics with Three Players
803,Ching-Yi Hung,Academia Sinica,Chu-Song Chen,Academia Sinica,"Compacting, Picking and Growing for Unforgetting Continual Learning"
804,Stephan Rabanser,Amazon AWS AI Labs,Zachary Lipton,Carnegie Mellon University,Failing Loudly: An Empirical Study of Methods for Detecting Dataset Shift
805,Anthony Ndirango,Intel AI Lab,Tyler Lee,Intel AI Lab,Generalization in multitask deep neural classifiers: a statistical physics approach
806,John Lee,Georgia Institute of Technology,Christopher Rozell,Georgia Institute of Technology,Hierarchical Optimal Transport for Multimodal Distribution Alignment
807,Elliot Meyerson,Cognizant,Risto Miikkulainen,The University of Texas at Austin; Cognizant,Modular Universal Reparameterization: Deep Multi-task Learning Across Diverse Domains
808,Rahaf Aljundi,"KU Leuven, Belgium",Lucas Page-Caccia,McGill University,Online Continual Learning with Maximal Interfered Retrieval
809,Xi Lin,City University of Hong Kong,Sam Kwong,City Univeristy of Hong Kong,Pareto Multi-Task Learning
810,Boyu Wang,University of Western Ontario,Eric Eaton,University of Pennsylvania,Transfer Learning via Minimizing the Performance Gap Between Domains
811,Jeff Donahue,DeepMind,Karen Simonyan,DeepMind,Large Scale Adversarial Representation Learning
812,Difan Zou,"University of California, Los Angeles",Quanquan Gu,UCLA,Layer-Dependent Importance Sampling for Training Deep and Large Graph Convolutional Networks
813,Theo Deprelle,École des ponts ParisTech,Mathieu Aubry,École des ponts ParisTech,Learning elementary structures for 3D shape generation and matching
814,Zhe Li,Baylor College of Medicine,Andreas Tolias,Baylor College of Medicine,Learning from brains how to regularize machines
815,Yu Tian,Rutgers,Dimitris Metaxas,Rutgers University,Rethinking Kernel Methods for Node Representation Learning on Graphs
816,Vincent Chen,Stanford University,Chris Ré,Stanford,Slice-based Learning: A Programming Model for Residual Learning in Critical Data Slices
817,Chengguang Xu,Northeastern University,Ehsan Elhamifar,Northeastern University,Deep Supervised Summarization: Algorithm and Application to Learning Instructions
818,Ankesh Anand,"Mila, University of Montreal",R Devon Hjelm,Microsoft Research,Unsupervised State Representation Learning in Atari
819,Carl Allen,University of Edinburgh,Timothy Hospedales,University of Edinburgh,What the Vec? Towards Probabilistically Grounded Embeddings
820,Nathan Kallus,Cornell University,Angela Zhou,Cornell University,Assessing Disparate Impact of Personalized Interventions: Identifiability and Bounds
821,Yi Chern Tan,Yale University,L. Elisa Celis,Yale University,Assessing Social and Intersectional Biases in Contextualized Word Representations
822,Nixie Lesmana,Nanyang Technological University,Xiaohui Bei,Nanyang Technological University,Balancing Efficiency and Fairness in On-Demand Ridesourcing
823,Ahmed Alaa,UCLA,Mihaela van der Schaar,"University of Cambridge, Alan Turing Institute and UCLA",Demystifying Black-box Models with Symbolic Metamodels
824,Maria-Florina Balcan,Carnegie Mellon University,Ariel Procaccia,Harvard University,Envy-Free Classification
825,Suman Bera,University of California Santa Cruz,Maryam Negahbani,Dartmouth College,Fair Algorithms for Clustering
826,Rodolfo Corona Rodriguez,UC Berkeley,Zeynep Akata,University of Amsterdam,Modeling Conceptual Understanding in Image Reference Games
827,Tao (Uthaipon) Tantipongpipat,Georgia Tech,Santosh Vempala,Georgia Tech,Multi-Criteria Dimensionality Reduction with Applications to Fairness
828,Alex Lamy,Columbia University,Nakul Verma,Columbia University,Noise-tolerant fair classification
829,Paul Gölz,Carnegie Mellon University,Ariel Procaccia,Harvard University,Paradoxes in Fair Machine Learning
830,Yongkai Wu,University of Arkansas,Hanghang Tong,Arizona State University,PC-Fairness: A Unified Framework for Measuring Causality-based Fairness
831,Chaofan Chen,Duke University,Jonathan K Su,MIT Lincoln Laboratory,This Looks Like That: Deep Learning for Interpretable Image Recognition
832,Amirata Ghorbani,Stanford University,Been Kim,Google,Towards Automatic Concept-based Explanations
833,Florian Tramer,Stanford University,Dan Boneh,Stanford University,Adversarial Training and Robustness for Multiple Perturbations
834,Yaqin Zhou,Nanyang Technological University,Yang Liu,"Nanyang Technology University, Singapore",Devign: Effective Vulnerability Identification by Learning Comprehensive Program Semantics via Graph Neural Networks
835,Kanthi Sarpatwar,IBM T. J. Watson Research Center,Roman Vaculin,IBM Research,Differentially Private Distributed Data Summarization under Covariate Shift
836,Mark Bun,Boston University,Steven Wu,University of Minnesota,Private Hypothesis Selection
837,Yunus Esencayi,State University of New York at Buffalo,Di Wang,State University of New York at Buffalo,Facility Location Problem in Differential Privacy Model Revisited 
838,Matthew Reimherr,Pennsylvania State University,Jordan Awan,Penn State University,KNG: The K-Norm Gradient Mechanism
839,Amit Daniely,Hebrew University and Google Research,Vitaly Feldman,Google Brain,Locally Private Learning without Interaction Requires Separation
840,Arjun Nitin Bhagoji,Princeton University,Prateek Mittal,Princeton University,Lower Bounds on Adversarial Robustness from Optimal Transport
841,Raman Arora,Johns Hopkins University,Jalaj Upadhyay,Apple,On Differentially Private Graph Sparsification and Applications
842,Baoxiang Wang,The Chinese University of Hong Kong,Nidhi Hegde,Borealis AI,Privacy-Preserving Q-Learning with Functional Noise in Continuous Spaces
843,Yiwei Liu,Beijing institute of technology,Angsheng Li,Beihang University,REM: From Structural Entropy to Community Structure Deception 
844,Lixin Fan,WeBank AI Lab,Chee Seng Chan,University of Malaya,Rethinking Deep Neural Network Ownership Verification: Embedding Passports to Defeat Ambiguity Attacks
845,Qian Lou,Indiana University Bloomington,Lei Jiang,Indiana University Bloomington,SHE: A Fast and Accurate Deep Neural Network for Encrypted Data
846,Rafael Pinot,Dauphine University - CEA LIST Institute,Jamal Atif,Université Paris-Dauphine,Theoretical evidence for adversarial robustness through randomization
847,Xing Yan,City University of Hong Kong,Wen Zhang,JD Digital,Cross-sectional Learning of Extremal Dependence among Financial Assets
848,Ron A Shapira Weber,Ben-Gurion University,Oren Freifeld,Ben-Gurion University,Diffeomorphic Temporal Alignment Nets
849,Xingyu Cai,University of Connecticut,Sanguthevar Rajasekaran,University of Connecticut,DTWNet: a Dynamic Time Warping Network
850,Shiyang Li,UCSB,Xifeng Yan,UCSB,Enhancing the Locality and Breaking the Memory Bottleneck of Transformer on Time Series Forecasting
851,Edward De Brouwer,KU Leuven,Yves Moreau,KU Leuven,GRU-ODE-Bayes: Continuous Modeling of Sporadically-Observed Time Series
852,David Salinas,Naverlabs Europe,Jan Gasthaus,Amazon.com,High-dimensional multivariate forecasting with low-rank Gaussian Copula Processes
853,Qitian Wu,Shanghai Jiao Tong University,Guihai Chen,Shanghai Jiao Tong University,Learning Latent Process from High-Dimensional Event Sequences via Efficient Sampling
854,Paroma Varma,Stanford University,Chris Ré,Stanford,Multi-Resolution Weak Supervision for Sequential Data
855,Junteng Jia,Cornell,Austin Benson,Cornell University,Neural Jump Stochastic Differential Equations
856,Vincent LE GUEN,"CNAM, Paris, France",Nicolas THOME,Cnam (Conservatoire national des arts et métiers),Shape and Time Distortion Loss for Training Deep Time Series Forecasting Models
857,Jean-Yves Franceschi,Sorbonne Université,Martin Jaggi,EPFL,Unsupervised Scalable Representation Learning for Multivariate Time Series
858,Ruiqi Gao,Peking University,Jason Lee,Princeton University,Convergence of Adversarial Training in Overparametrized Neural Networks
859,Akinori Tanaka,RIKEN/Keio Univ.,Akinori Tanaka,RIKEN/Keio Univ.,Discriminator optimal transport
860,Jiabin Liu,University of Chinese Academy of Sciences,Yong Shi,University of Chinese Academy of Sciences,Learning from Label Proportions with Generative Adversarial Networks
861,Ben Adlam,Google,Ningshan Zhang,New York University,Learning GANs and Ensembles Using Discrepancy
862,Jinhao Dong,Xidian University,Tong Lin,Peking University,MarginGAN: Adversarial Training in Semi-Supervised Learning
863,Lei Xu,MIT,Kalyan Veeramachaneni,Massachusetts Institute of Technology,Modeling Tabular data using Conditional GAN
864,Gagandeep Singh,ETH Zurich,Martin Vechev,"ETH Zurich, Switzerland",Beyond the Single Neuron Convex Barrier for Neural Network Certification
