,Unnamed: 0,first-author-affiliation,last-author-affiliation,title
5250,1125,MIT,MIT,are deep resnets provably better than linear predictors?.
5251,1126,Google,Google Research,efficient rematerialization for deep networks.
5252,1127,University of Toronto,University of Toronto,fast convergence of natural gradient descent for over-parameterized neural networks.
5253,1128,Salesforce/MILA,Mila - University of Montreal,how to initialize your network? robust initialization for weightnorm & resnets.
5254,1129,Princeton University,Princeton University,  global convergence of gradient descent  for deep linear residual networks.
5255,1130,University of Toronto,University of Toronto,piecewise strong convexity of neural networks.
5256,1131,EPFL,EPFL,powersgd: practical low-rank gradient compression for distributed optimization.
5257,1132,Indian Institute Of Technology Delhi,Indian Institute of Technology Delhi,a primal dual formulation for deep learning with constraints.
5258,1133,Yale University,Yale University,surfing: iterative optimization over incrementally trained deep networks.
5259,1134,Huawei,Huawei Noah's Ark Lab,theoretical limits of pipeline parallel optimization and application to distributed deep learning.
5260,1135,New York University,Johns Hopkins University,a nonconvex approach for exact and efficient multichannel sparse blind deconvolution.
5261,1136,Deakin University,Deakin University,bayesian optimization with unknown search space.
5262,1137,Stanford University,Imperial College,calculating optimistic likelihoods using (geodesically) convex optimization.
5263,1138,Univ. of Illinois at Urbana-Champaign,University of Washington,efficient algorithms for smooth minimax optimization.
5264,1139,ETH Zurich,ETH Zurich,shadowing properties of optimization algorithms.
5265,1140,MIT,MIT,power analysis of knockoff filters for correlated designs.
5266,1141,Tata Consultancy Services Limited,IIT Madras,concentration of risk measures: a wasserstein distance approach.
5267,1142,Harvard,NYU,statistical bounds for entropic optimal transport: sample complexity and the central limit theorem.
5268,1143,Carnegie Mellon University,"CMU, Strategic Machine, Strategy Robot, Optimized Markets",correlation in extensive-form games: saddle-point formulation and benchmarks.
5269,1144,Stanford University,Stanford,discrimination in online markets: effects of social bias on learning from reviews and policy design.
5270,1145,Duke University,Duke University,distinguishing distributions when samples are strategically transformed.
5271,1146,University of Oxford,Univ of Oxford,manipulating a learning defender and ways to counteract.
5272,1147,Duke University,Google Research,prior-free dynamic auctions with low regret buyers.
5273,1148,Télécom ParisTech,Télécom ParisTech,asymptotic guarantees for learning generative models with the sliced-wasserstein distance.
5274,1149,"University of Minnesota, Twin Cities",University of Minnesota,random quadratic forms with dependence: applications to restricted isometry and beyond.
5275,1150,Stanford University,Stanford,a general framework for symmetric property estimation.
5276,1151,Columbia University,University of Michigan,generalization bounds in the predict-then-optimize framework.
5277,1152,Rutgers University,Baidu Research USA,generalization error analysis of quantized compressive learning.
5278,1153,UW Madison,Google,nearly tight bounds for robust proper learning of halfspaces with a margin.
5279,1154,The Australian National University,Inria & University College London,pac-bayes un-expected bernstein inequality.
5280,1155,MIT,"MIT, TAU",private testing of distributions via sample permutations.
5281,1156,Stanford University,Stanford University,regularization matters: generalization and optimization of neural nets v.s. their induced kernel.
5282,1157,The University of Sydney,University of Sydney,theoretical analysis of adversarial learning: a minimax approach.
5283,1158,"University of California, San Diego","University of California, San Diego",unified sample-optimal property estimation in near-linear time.
5284,1159,New York University,NYU,gradient dynamics of shallow univariate relu networks.
5285,1160,Ecole Centrale de Lille,Centrale Lille / CRIStAL CNRS UMR 9189,kernel quadrature with dpps.
5286,1161,Princeton University,NYU,on the expressive power of deep polynomial neural networks.
5287,1162,Inria,Inria,on the inductive bias of neural tangent kernels.
5288,1163,University of Florida,Univeresity of Florida,drum: end-to-end differentiable rule mining on knowledge graphs.
5289,0,University of Washington,University of Michigan,joint affinity groups poster session.
5290,1,UMass Amherst,"University of California, Irvine",rankmax: an adaptive projection alternative to the softmax function.
5291,2,"University of Oxford, DeepMind",DeepMind,field-wise learning for multi-field categorical data.
5292,3,Cal State Fullerton,Ohio State University,deep diffusion-invariant wasserstein distributional classification.
5293,4,UC Irvine,"University of California, Irvine",no subclass left behind: fine-grained robustness in coarse-grained classification problems.
5294,5,U Washington,DeepMind & University of Oxford,efficient clustering based on a unified view of k-means and ratio-cut.
5295,6,Georgia Institute of Technology,Skytree Inc. and Georgia Tech,probabilistic fair clustering.
5296,7,"INRIA, Laboratoire d'Informatique de l'ENS",ETH Zurich,sampling-decomposable generative adversarial recommender.
5297,8,Albert Einstein College of Medicine,Albert Einstein College of Medicine,trading personalization for accuracy: data debugging in collaborative filtering.
5298,9,Princeton University,IBM Almaden Research Center,ratio trace formulation of wasserstein discriminant analysis.
5299,10,University of Electronic Science & Technology of China,Aalto University,coresets for regressions with panel data.
5300,11,Amazon,Amazon,adversarial learning for robust deep clustering.
5301,12,Google Inc.,None,adversarial counterfactual learning and evaluation for recommender system.
5302,13,Stanford,Princeton University,adversarial crowdsourcing through robust rank-one matrix completion.
5303,14,U Washington,DeepMind & University of Oxford,interventional few-shot learning.
5304,15,Ottawa Hospital Research Institute,Ottawa Hospital Research Institute,neural methods for point-wise dependency estimation.
5305,16,"University of Washington, Apple",Massachusetts Institute of Technology,multi-label contrastive predictive coding.
5306,17,Hebrew University,"Tel Aviv University, Google",self-supervised relationship probing.
5307,18,"University of California, Berkeley",None,debiased contrastive learning.
5308,19,Duke University,University of Massachusetts,the autoencoding variational autoencoder.
5309,20,University of Arizona,University of Arizona,learning diverse and discriminative representations via the principle of maximal coding rate reduction.
5310,21,Kindred,University of Montreal,unsupervised data augmentation for consistency training.
5311,22,L2F INESC-ID Lisboa,Google,temporal positive-unlabeled learning for biomedical hypothesis generation via risk estimation.
5312,23,Carnegie Mellon University,Carnegie Mellon University,hard negative mixing for contrastive learning.
5313,24,Saarland University,University of Tübingen,parametric instance classification for unsupervised visual feature learning.
5314,25,KU Leuven,Centre for Integrative Neuroscience,vime: extending the success of self- and semi-supervised learning to tabular domain.
5315,26,"JFRC, HHMI",HHMI,unsupervised representation learning by invariance propagation.
5316,27,Massachusetts Institute of Technology,Massachusetts Institute of Technology,joint contrastive learning with infinite possibilities.
5317,28,Princeton University,Princeton,variational inference for graph convolutional networks in the absence  of graph data and adversarial settings.
5318,29,Princeton University,Princeton University,restoring negative information in few-shot object detection.
5319,30,Ottawa Hospital Research Institute,Ottawa Hospital Research Institute,one-sample guided object representation disassembling.
5320,31,MPI for Biological Cybernetics & University of Tübingen,University Tübingen,few-shot visual reasoning with meta-analogical contrastive learning.
5321,32,Carnegie Mellon University,Carnegie Mellon University,latent dynamic factor analysis of high-dimensional neural recordings.
5322,33,Microsoft,UMass Amherst,"heavy-tailed representations, text polarity classification & data augmentation."
5323,34,"University of Oxford, DeepMind",DeepMind,hierarchical poset decoding for compositional generalization in language.
5324,35,Cambridge University,University of Cambridge,strongly incremental constituency parsing with graph neural networks.
5325,36,None,Columbia University,a simple language model for task-oriented dialogue.
5326,37,Stanford University,"DeepMind, U Alberta",learning dynamic belief graphs to generalize on text-based games.
5327,38,Arizona State University,Arizona State University,incorporating pragmatic reasoning communication into emergent language.
5328,39,Graz University of Technology,Graz University of Technology,learning strategic network emergence games.
5329,40,Carnegie Mellon University,Petuum Inc. /  Carnegie Mellon University,fighting copycat agents in behavioral cloning from observation histories.
5330,41,Shanghai Jiao Tong University,zju,attention-gated brain propagation: how the brain can implement reward-based error backpropagation.
5331,42,ETH Zurich,ETH Zurich,can the brain do backpropagation? --- exact implementation of backpropagation in predictive coding networks.
5332,43,KULeuven,KULeuven,demixed shared component analysis of neural population data from multiple brain areas.
5333,44,Carnegie Mellon University,Carnegie Mellon University,neural encoding with visual attention.
5334,45,University of Washington,"University of Washington, Seattle",on numerosity of deep neural networks.
5335,46,"University of California, Berkeley",None,compact task representations as a normative model for higher-order brain activity.
5336,47,Nanjing University,Shanghai Jiao Tong University,using noise to probe recurrent neural network structure and prune synapses.
5337,48,King's College London,INRIA Saclay-Île de France,an imitation from observation approach to transfer learning with dynamics mismatch.
5338,49,University of Chicago,Petuum Inc. /  Carnegie Mellon University,language models are few-shot learners.
5339,50,Columbia University,None,incorporating bert into parallel sequence decoding with adapters.
5340,51,University of Sussex and HSE,Google Brain & University of Alberta,cogltx: applying bert to long texts.
5341,52,UMass Amherst,"University of California, Irvine",mpnet: masked and permuted pre-training for language understanding.
5342,53,University of Arizona,University of Arizona,minilm: deep self-attention distillation for task-agnostic compression of pre-trained transformers.
5343,54,The Pennsylvania State University,U.C. San Diego,towards neural programming interfaces.
5344,55,Weizmann Institute of Science,None,language through a prism: a spectral approach for multiscale language representations.
5345,56,AT&T Labs -- Research,None,coldgans: taming language gans with cautious sampling strategies.
5346,57,NIH (National Institutes of Health),None,convbert: improving bert with span-based dynamic convolution.
5347,58,Snap Inc.,University of Edinburgh,investigating gender bias in language models using causal mediation analysis.
5348,59,MPI for Biological Cybernetics & University of Tübingen,University Tübingen,cross-lingual retrieval for iterative self-supervised training.
5349,60,Graz University of Technology,Graz University of Technology,dynabert: dynamic bert with adaptive width and depth.
5350,61,Brown University,Brown University,pre-training via paraphrasing.
5351,62,Massachusetts Institute of Technology,MIT,dialog without dialog data: learning visual dialog agents from vqa data.
5352,63,Massachusetts Institute of Technology,MIT,funnel-transformer: filtering out sequential redundancy for efficient language processing.
5353,64,Duke,None,big bird: transformers for longer sequences.
5354,65,ATR,None,self-supervised generative adversarial compression.
5355,66,Cal State Fullerton,Ohio State University,the generalized lasso with nonlinear observations and generative priors.
5356,67,Stanford University,insitro, robust compressed sensing using generative models .
5357,68,University of Manitoba,Borealis AI,"knowledge distillation in wide neural networks: risk bound, data efficiency and imperfect teacher."
5358,69,Stanford University,"DeepMind, U Alberta",fourier spectrum discrepancies in deep network generated images.
5359,70,Wisconsin,Wisconsin,minimax optimal nonparametric estimation of heterogeneous treatment effects.
5360,71,google.com,University of Washington,towards a combinatorial characterization of bounded-memory learning.
5361,72,Massachusetts Institute of Technology,MIT,the power of comparisons for actively learning linear classifiers.
5362,73,Massachusetts Institute of Technology,MIT,estimating decision tree learnability with polylogarithmic sample complexity.
5363,74,UC Berkeley,UC Berkeley,provably efficient neural estimation of structural equation models: an adversarial approach.
5364,75,State University of New York at Albany,University of Glasgow,matrix inference and estimation in multi-layer models.
5365,76,Microsoft Research,Microsoft Research,election coding for distributed learning: protecting signsgd against byzantine attacks.
5366,77,None,Columbia University,limits on testing structural changes in ising models.
5367,78,Carnegie Mellon University,Petuum Inc. /  Carnegie Mellon University,a robust functional em algorithm for incomplete panel count data.
5368,79,UT Austin,UT Austin,weston-watkins hinge loss and ordered partitions.
5369,80,Kindred,University of Montreal,on the equivalence between online and private learnability beyond binary classification.
5370,81,"University of California, San Diego",UC San Diego,breaking the sample size barrier in model-based reinforcement learning with a generative model.
5371,82,Stanford,Princeton University,a finite-time analysis of two time-scale actor-critic methods.
5372,83,Osaka University / RIKEN,"University of Washington, Seattle",reinforcement learning for control with multiple frequencies.
5373,84,Duke,None,bridging imagination and reality for model-based deep reinforcement learning.
5374,85,Saarland University,University of Tübingen,first order constrained optimization in policy space.
5375,86,Facebook,Columbia University,discor: corrective feedback in reinforcement learning via distribution correction.
5376,87,ByteDance Inc.,Columbia University,natural policy gradient primal-dual method for constrained markov decision processes.
5377,88,University of California Irvine,UC Irvine,mopo: model-based offline policy optimization.
5378,89,google.com,University of Washington,trust the model when it is confident: masked model-based actor-critic.
5379,90,Carnegie Mellon University,Petuum Inc. /  Carnegie Mellon University,pipeline psro: a scalable approach for finding approximate nash equilibria in large games.
5380,91,Johns Hopkins University,Johns Hopkins University,model-based multi-agent rl in zero-sum markov games with near-optimal sample complexity.
5381,92,KU Leuven,Centre for Integrative Neuroscience,morel: model-based offline reinforcement learning.
5382,93,KULeuven,KULeuven,variance-reduced off-policy tdc learning: non-asymptotic convergence analysis.
5383,94,Michigan State University,Yahoo! Labs,independent policy gradient methods for competitive reinforcement learning.
5384,95,Stanford University,"DeepMind, U Alberta",provably good batch reinforcement learning without great exploration.
5385,96,Massachusetts Institute of Technology,Massachusetts Institute of Technology,(de)randomized smoothing for certifiable defense against patch attacks.
5386,97,NEC Labs America,Google Research & Courant Institute of Mathematical Sciences,contrastive learning with adversarial examples .
5387,98,None,Columbia University,coadnet: collaborative aggregation-and-distribution networks for co-salient object detection.
5388,99,Massachusetts Institute of Technology,MIT,glow-tts: a generative flow for text-to-speech via monotonic alignment search.
5389,100,Wisconsin,Wisconsin,the cone of silence: speech separation by localization.
5390,101,Zhejiang University,Hong Kong UST,hifi-gan: generative adversarial networks for efficient and high fidelity speech synthesis.
5391,102,Carnegie Mellon University,Carnegie Mellon University,swapping autoencoder for deep image manipulation.
5392,103,IBM Research,CEA-INSERM,lapar: linearly-assembled pixel-adaptive regression network for single image super-resolution and beyond.
5393,104,OpenAI,MIT,domain generalization via entropy regularization.
5394,105,"University of California, Berkeley",Princeton,self-supervised few-shot learning on point clouds.
5395,106,Max Planck Institute for Biological Cybernetics,Max Planck Institute for Biological Cybernetics,deepsvg: a hierarchical generative network for vector graphics animation.
5396,107,Carnegie Mellon University,Petuum Inc. /  Carnegie Mellon University,clearer: multi-scale neural architecture search for image restoration.
5397,108,Amazon,Amazon,language and visual entity relationship graph for agent navigation.
5398,109,UCLA,UCLA,fast fourier convolution.
5399,110,UCLA,UCLA,simulating a primary visual cortex at the front of cnns improves robustness to image perturbations.
5400,111,Cantor Fitzgerald,Duke University,the devil is in the detail: a framework for macroscopic prediction via microscopic models.
5401,112,UCLA,UCLA,when and how to lift the lockdown? global covid-19 scenario analysis and policy assessment using compartmental gaussian processes.
5402,113,Università Ca' Foscari,Università Ca' Foscari di Venezia,reinforced molecular optimization with neighborhood-controlled grammars.
5403,114,Princeton University,None,multi-task temporal shift attention networks for on-device contactless vitals measurement.
5404,115,U. Montreal,University of Montreal,mri banding removal via adversarial training.
5405,116,University of Illinois at Urbana-Champaign,UIUC,learning to select best forecast tasks for clinical outcome prediction.
5406,117,UC Berkeley and Voleon,UC Berkeley and Voleon,interpretable sequence learning for covid-19 forecasting.
5407,118,CNRS,CNRS,adversarial attacks on deep graph matching.
5408,119,IBM,Okinawa Institute of Science and Technology Graduate University,adversarial sparse transformer for time series forecasting.
5409,120,University of Tübingen,University of Tübingen,diversity can be transferred: output diversification for white- and black-box attacks.
5410,121,UT Austin,UT Austin,input-aware dynamic backdoor attack.
5411,122,CNRS,CNRS,understanding global feature contributions with additive importance measures.
5412,123,UCLA,Qualcomm,improving policy-constrained kidney exchange via pre-screening.
5413,124,University of Toronto,Google & University of Toronto,learning black-box attackers with transferable priors and query feedback.
5414,125,L2F INESC-ID Lisboa,Google,de-anonymizing text by fingerprinting language generation.
5415,126,IBM Research,CEA-INSERM,beta embeddings for multi-hop logical reasoning in knowledge graphs.
5416,127,Google,Georgia Tech,design space for graph neural networks.
5417,128,KULeuven,KULeuven,learning physical graph representations from visual scenes.
5418,129,Duke University,University of Massachusetts,equivariant networks for hierarchical structures.
5419,130,UMass Amherst,"University of California, Irvine",arma nets: expanding receptive field for dense prediction.
5420,131,Technion,University of Colorado Boulder,storage efficient and dynamic flexible runtime channel pruning via deep reinforcement learning.
5421,132,Hebrew University,"Tel Aviv University, Google",how to characterize the landscape of overparameterized convolutional neural networks.
5422,133,None,Columbia University,towards learning convolutions from scratch.
5423,134,"University of California, Berkeley",None,bayesian attention modules.
5424,135,Aalto University,Helsinki University of Technology,kalman filtering attention for user behavior modeling in ctr prediction.
5425,136,"University of Washington, Apple",Massachusetts Institute of Technology,understanding and exploring the network with stochastic architectures.
5426,137,Amazon,Amazon,neuron merging: compensating for pruned neurons.
5427,138,AT&T Labs -- Research,None,position-based scaled gradient for model quantization and pruning.
5428,139,Carnegie Mellon University,Rose-Hulman Institute of Technology,shiftaddnet: a hardware-inspired deep network.
5429,140,State University of New York at Albany,University of Glasgow,pruning neural networks without any data by iteratively conserving synaptic flow.
5430,141,Max Planck Institute for Biological Cybernetics,Max Planck Institute for Biological Cybernetics,attribution preservation in network compression for reliable network interpretation.
5431,142,University of Electronic Science & Technology of China,Aalto University,language as a cognitive tool to imagine goals in curiosity driven exploration.
5432,143,The Pennsylvania State University,"MPI for Intelligent Systems, Tübingen",an efficient asynchronous method for integrating evolutionary and gradient-based policy search.
5433,144,UMass Lowell,UC Berkeley,model-based reinforcement learning for semi-markov decision processes with neural odes.
5434,145,USC,National Taiwan University of Science and Technology,refactoring policy for compositional generalizability using self-supervised object proposals.
5435,146,Nanjing University,Shanghai Jiao Tong University,cooperative heterogeneous deep reinforcement learning.
5436,147,"Gatsby Unit, UCL",The Pennsylvania State University,the mean-squared error of double q-learning.
5437,148,Columbia University,Columbia University,novelty search in representational space for sample efficient exploration.
5438,149,UCLA,UCLA,learning implicit credit assignment for cooperative multi-agent reinforcement learning.
5439,150,Caltech,Google,decentralized td tracking with linear function approximation and its finite-time analysis.
5440,151,King's College London,INRIA Saclay-Île de France,robust multi-agent reinforcement learning with model uncertainty.
5441,152,Massachusetts Institute of Technology,MIT,bayesian multi-type mean field multi-agent imitation learning.
5442,153,Duke University,Univ of Maryland / Microsoft Research,emergent complexity and zero-shot transfer via unsupervised environment design.
5443,154,Università Ca' Foscari,Università Ca' Foscari di Venezia,inverse rational control with partially observable continuous nonlinear dynamics.
5444,155,Harvard University,MIT,safe reinforcement learning via curriculum induction.
5445,156,Stanford University,insitro,on the stability and convergence of robust adversarial reinforcement learning: a case study on linear quadratic systems.
5446,157,Duke University,Univ of Maryland / Microsoft Research,sample complexity of asynchronous q-learning: sharper analysis and variance reduction.
5447,158,Georgia Institute of Technology,Skytree Inc. and Georgia Tech,off-policy evaluation via the regularized lagrangian.
5448,159,Facebook,Columbia University,dynamic regret of policy optimization in non-stationary environments.
5449,160,Princeton University,Princeton,constrained episodic reinforcement learning in concave-convex and knapsack settings.
5450,161,L2F INESC-ID Lisboa,Google,coindice: off-policy confidence interval estimation.
5451,162,Technion,Johns Hopkins,risk-sensitive reinforcement learning: near-optimal risk-sample tradeoff in regret.
5452,163,PDT Partners,UC Berkeley,reinforcement learning with general value function approximation: provably efficient approach via bounded eluder dimension.
5453,164,TU Berlin,TU Berlin,task-agnostic exploration in reinforcement learning.
5454,165,"University of Massachusetts, Amherst",Universität Potsdam,provably efficient exploration for reinforcement learning using unsupervised learning.
5455,166,Michigan State University,Yahoo! Labs,on function approximation in reinforcement learning: optimism in the face of large state spaces.
5456,167,Google Inc.,None,upper confidence primal-dual reinforcement learning for cmdp with adversarial loss.
5457,168,IBM Research,None,minimax value interval for off-policy evaluation and policy optimization.
5458,169,IBM,Univ of Mass,logarithmic regret bound in partially observable linear dynamical systems.
5459,170,University of Toronto,Google & University of Toronto,the power of predictions in online control.
5460,171,University of Connecticut,None,information theoretic regret bounds for online nonlinear control.
5461,172,Ottawa Hospital Research Institute,Ottawa Hospital Research Institute,latent template induction with gumbel-crfs.
5462,173,The University of Texas at Dallas,University of Texas at Dallas,federated principal component analysis.
5463,174,UC Berkeley,UC Berkeley,learning differential equations that are easy to solve.
5464,175,Snap Inc.,University of Edinburgh,learning rich rankings.
5465,176,University of Electronic Science & Technology of China,Aalto University,self-supervised co-training for video representation learning.
5466,177,NIH (National Institutes of Health),None,prophet attention: predicting attention with future attention.
5467,178,Stanford,Boston College,audeo: audio generation for a silent performance video.
5468,179,ETH Zurich,ETH Zurich,cascaded text generation with markov transformers.
5469,180,Università Ca' Foscari,Università Ca' Foscari di Venezia,all word embeddings from one embedding.
5470,181,UCLA,UCLA,data diversification: a simple strategy for neural machine translation.
5471,182,google.com,University of Washington,learning sparse prototypes for text generation.
5472,183,TU Berlin,TU Berlin,a discrete variational recurrent topic model without the reparametrization trick.
5473,184,Hebrew University,"Tel Aviv University, Google",avid dataset: anonymized videos from diverse countries.
5474,185,UC Berkeley,UC Berkeley,convolutional tensor-train lstm for spatio-temporal learning.
5475,186,SAMSI,None,end-to-end learning and intervention in games.
5476,187,University of Illinois Urbana-Champaign,Carnegie Mellon University,cross-validation confidence intervals for test error.
5477,188,Facebook AI Research,Facebook AI Research,learning robust decision policies from observational data.
5478,189,University of Washington,University of Washington,improved sample complexity for incremental autonomous exploration in mdps.
5479,190,UCLA,Qualcomm,self-imitation learning via generalized lower bound q-learning.
5480,191,Yahoo! Inc.,None,an improved analysis of  (variance-reduced) policy gradient and natural policy gradient methods.
5481,192,EPFL,EPFL,one solution is not all you need: few-shot extrapolation via structured maxent rl.
5482,193,UCSD,Columbia University,an operator view of policy gradient methods.
5483,194,University of Chicago,Petuum Inc. /  Carnegie Mellon University,robust reinforcement learning via adversarial training with langevin dynamics.
5484,195,Columbia University,Columbia University,improving sample complexity bounds for (natural) actor-critic algorithms.
5485,196,University of Sussex and HSE,Google Brain & University of Alberta,how to learn a useful critic? model-based action-gradient-estimator policy optimization.
5486,197,Intel Labs,Lund University/Google,the value equivalence principle for model-based reinforcement learning.
5487,198,IBM,Okinawa Institute of Science and Technology Graduate University,doubly robust off-policy value and gradient estimation for deterministic policies.
5488,199,University of Illinois at Urbana-Champaign,UIUC,neurosymbolic reinforcement learning with formally verified exploration.
5489,200,Caltech,Google,near-optimal reinforcement learning with self-play.
5490,201,Stanford,Princeton University,variational policy gradient method for reinforcement learning with general utilities.
5491,202,NYU,DeepMind / NYU,pc-pg: policy cover directed exploration for provable policy gradient learning.
5492,203,Carnegie Mellon University,Petuum Inc. /  Carnegie Mellon University,deep multimodal fusion by channel  exchanging.
5493,204,NYU,DeepMind / NYU,learning representations from audio-visual spatial alignment.
5494,205,University of Glasgow,Technical University of Berlin,knowledge augmented deep neural networks for joint facial expression and action unit recognition.
5495,206,IBM,Okinawa Institute of Science and Technology Graduate University,causal intervention for weakly-supervised semantic segmentation.
5496,207,Carnegie Mellon University,NYU,generative view synthesis: from single-view semantics to novel-view images.
5497,208,NIH (National Institutes of Health),None,labelling unlabelled videos from scratch with multi-modal self-supervision.
5498,209,Baidu,None,unfolding the alternating optimization for blind super resolution.
5499,210,Apple,None,video frame interpolation without temporal priors.
5500,211,google.com,University of Washington,delving into the cyclic mechanism in semi-supervised video object segmentation.
5501,212,U. Montreal,University of Montreal,color visual illusions: a statistics-based computational model.
5502,213,Google Research,Google Research,"a ranking-based, balanced loss function unifying classification and localisation in object detection."
5503,214,Princeton University,None,make one-shot video object segmentation efficient again.
5504,215,University of Sussex and HSE,Google Brain & University of Alberta,siri: spatial relation induced network for spatial description resolution.
5505,216,Columbia University,Tencent,multi-plane program induction with 3d box priors.
5506,217,Arizona State University,Arizona State University,relate: physically plausible multi-object scene synthesis using structured latent spaces.
5507,218,IBM,Okinawa Institute of Science and Technology Graduate University,unsupervised object-centric video generation and decomposition in 3d.
5508,219,Columbia University,Columbia University,dissecting neural odes.
5509,220,UBC,UC Berkeley,on ranking via sorting by estimated expected utility.
5510,221,KULeuven,KULeuven,constant-expansion suffices for compressed sensing with generative priors.
5511,222,ByteDance Inc.,Columbia University,model interpretability through the lens of computational complexity.
5512,223,Carnegie Mellon University,Carnegie Mellon University,agnostic $q$-learning with function approximation in deterministic systems: near-optimal bounds on approximation error and sample complexity.
5513,224,Snap Inc.,University of Edinburgh,smoothed analysis of online and differentially private learning.
5514,225,L2F INESC-ID Lisboa,Google,non-convex sgd learns halfspaces with adversarial label noise.
5515,226,TU-Graz,Graz University of Technology,hardness of learning neural networks with natural weights.
5516,227,The Pennsylvania State University,"MPI for Intelligent Systems, Tübingen","classification under misspecification: halfspaces, generalized linear models, and evolvability."
5517,228,Microsoft,UMass Amherst,the complexity of adversarially robust proper learning of halfspaces with agnostic noise.
5518,229,Technion,University of Colorado Boulder,the phase diagram of approximation rates for deep neural networks.
5519,230,Caltech,Google,a dynamical central limit theorem for shallow neural networks.
5520,231,PDT Partners,UC Berkeley,learning bounds for risk-sensitive learning.
5521,232,Google,Georgia Tech,agnostic learning of a single neuron with gradient descent.
5522,233,University of Connecticut,None,information theoretic limits of learning a sparse rule.
5523,234,Carnegie Mellon University,Carnegie Mellon University,from finite to countable-armed bandits.
5524,235,L2F INESC-ID Lisboa,Google,optimal best-arm identification in linear bandits.
5525,236,"University of Washington, Apple",Massachusetts Institute of Technology,"restless-ucb, an efficient and low-complexity algorithm for online restless bandits."
5526,237,UCLA,UCLA,finite continuum-armed bandits.
5527,238,Wisconsin,Wisconsin,adversarial blocking bandits.
5528,239,Southeast University,Microsoft Research Asia,inference for batched bandits.
5529,240,Harvard University,MIT,online algorithm for unsupervised sequential selection with contextual information.
5530,241,"NVIDIA, BIU",Apple,adversarial attacks on linear contextual bandits.
5531,242,Massachusetts Institute of Technology,MIT,crush optimism with pessimism: structured bandits beyond asymptotic optimality.
5532,243,Princeton University,IBM Almaden Research Center,finding all $\epsilon$-good arms in stochastic bandits.
5533,244,UC Berkeley,UC Berkeley,an optimal elimination algorithm for learning a best arm.
5534,245,Stanford,Princeton University,instance-wise feature grouping.
5535,246,Stanford,Princeton University,poly-hoot: monte-carlo planning in continuous space mdps with non-asymptotic analysis.
5536,247,University of Chicago,Petuum Inc. /  Carnegie Mellon University,online planning with lookahead policies.
5537,248,Intel Labs,Lund University/Google,escaping the gravitational pull of softmax.
5538,249,USC,National Taiwan University of Science and Technology,online bayesian persuasion.
5539,250,UMass Amherst,"University of California, Irvine",kfc: a scalable approximation algorithm for $k$−center fair clustering.
5540,251,Carnegie Mellon University,NYU,coinpress: practical private mean and covariance estimation.
5541,252,Duke University,University of Massachusetts,auditing differentially private machine learning: how private is private sgd?.
5542,253,UC Berkeley,UC Berkeley,private learning of halfspaces: simplifying the construction and reducing the sample complexity.
5543,254,Facebook AI Research,Facebook AI Research,smoothly bounding user contributions in differential privacy .
5544,255,University of Connecticut,None,learning from mixtures of private and public populations.
5545,256,Carnegie Mellon University,Carnegie Mellon University,a computational separation between private learning and online learning.
5546,257,ByteDance Inc.,Columbia University,instance-optimality in differential privacy via approximate inverse sensitivity mechanisms.
5547,258,Google Inc.,None,improving sparse vector technique with renyi differential privacy.
5548,259,Aalto University,Aalto University,gs-wgan: a gradient-sanitized approach for learning differentially private generators.
5549,260,Carnegie Mellon University,NYU,private identity testing for high-dimensional distributions.
5550,261,Carnegie Mellon University,Petuum Inc. /  Carnegie Mellon University,optimal private median estimation under minimal distributional assumptions.
5551,262,None,Columbia University,learning discrete distributions: user vs item-level privacy.
5552,263,OpenAI,MIT,locally private non-asymptotic testing of discrete distributions is faster using interactive mechanisms.
5553,264,Los Alamos National Laboratory,University of Bayreuth,mitigating manipulation in peer review via randomized reviewer assignments.
5554,265,Carnegie Mellon University,Carnegie Mellon University,phase retrieval in high dimensions: statistical and computational phase transitions.
5555,266,Carnegie Mellon University,Petuum Inc. /  Carnegie Mellon University,higher-order spectral clustering of directed graphs.
5556,267,Intel Labs,Lund University/Google,deep transformation-invariant clustering.
5557,268,TU Kaiserslautern,LIFE Biosystems GmbH,faster dbscan via subsampled similarity queries.
5558,269,USC,National Taiwan University of Science and Technology,from trees to continuous embeddings and back: hyperbolic hierarchical clustering.
5559,270,Columbia University,Tencent,strongly local p-norm-cut algorithms for semi-supervised learning and local graph clustering.
5560,271,Columbia University,Columbia University,exact recovery of mangled clusters with same-cluster queries.
5561,272,Georgia Institute of Technology,Skytree Inc. and Georgia Tech,simple and scalable sparse k-means clustering via feature ranking.
5562,273,EPFL,EPFL,efficient clustering for stretched mixtures: landscape and optimality.
5563,274,The Ohio State University,Ohio State University,community detection in sparse time-evolving graphs with a dynamical bethe-hessian.
5564,275,google.com,University of Washington,classification with valid and adaptive coverage.
5565,276,"University of California, San Diego",UC San Diego,self-supervised learning by cross-modal audio-video clustering.
5566,277,Stanford University,UC Berkeley,hynet: learning local descriptor with hybrid similarity measure and triplet loss.
5567,278,Cantor Fitzgerald,Duke University,distributionally robust local non-parametric conditional estimation.
5568,279,Princeton University,IBM Almaden Research Center,differentially private clustering: tight approximation ratios.
5569,280,"University of California, Berkeley",Princeton,faster differentially private samplers via rényi divergence analysis of discretized langevin mcmc.
5570,281,IBM Research,CEA-INSERM,learning to decode: reinforcement learning for decoding of sparse graph-based channel codes.
